new_x,elevation,ex_data,ny_data
0.0,10.88,300012.282,2771756.672
0.53,10.75,300012.6759,2771756.3174
0.55,10.68,300012.6908,2771756.3041
14.36,4.66,300022.9553,2771747.0653
14.54,4.65,300023.0891,2771746.9448
14.59,3.81,300023.1262,2771746.9114
16.14,3.77,300024.2783,2771745.8744
20.950000000000003,3.72,300027.8534,2771742.6566
24.03,3.66,300030.1426,2771740.5961
24.89,3.35,300030.7818,2771740.0207
25.16,3.39,300030.9825,2771739.8401
25.680000000000003,3.59,300031.369,2771739.4922
61.82,3.38,300058.2306,2771715.3148
62.53,3.02,300058.7583,2771714.8398
62.9,2.99,300059.0333,2771714.5923
63.91,3.36,300059.784,2771713.9166
68.48,3.35,300063.1807,2771710.8593
71.36,3.29,300065.3213,2771708.9326
76.57000000000001,3.14,300069.1937,2771705.4472
79.04,1.77,300071.0296,2771703.7947
79.08,2.13,300071.0593,2771703.768
79.54,1.85,300071.4012,2771703.4603
79.87,0.4,300071.6465,2771703.2395
80.74000000000001,0.04,300072.2931,2771702.6575
84.2,-1.28,300074.8648,2771700.3427
91.08,-2.86,300079.9785,2771695.7401
98.87,-3.03,300085.7685,2771690.5286
104.73,-3.44,300090.124,2771686.6083
111.84,-3.57,300095.4086,2771681.8518
117.51,-3.64,300099.6229,2771678.0586
122.69000000000001,-3.3,300103.473,2771674.5932
128.0,-3.01,300107.4198,2771671.0408
133.2,-3.05,300111.2847,2771667.5621
138.6,-2.97,300115.2983,2771663.9495
142.64999999999998,-3.06,300118.3086,2771661.2401
147.57999999999998,-3.03,300121.9729,2771657.9419
154.75,-3.05,300127.3021,2771653.1452
160.57,-3.06,300131.6279,2771649.2517
165.64999999999998,-3.04,300135.4036,2771645.8532
171.23999999999998,-2.92,300139.5585,2771642.1135
176.47,-3.25,300143.4457,2771638.6147
181.70999999999998,-3.33,300147.3404,2771635.1092
187.35,-3.09,300151.5325,2771631.3361
194.82,-3.11,300157.0846,2771626.3387
201.82,-3.03,300162.2875,2771621.6557
209.17999999999998,-2.92,300167.7579,2771616.7319
217.14,-2.5,300173.6743,2771611.4067
224.39999999999998,-2.32,300179.0704,2771606.5498
231.57,-2.01,300184.3996,2771601.7532
238.62,-1.86,300189.6396,2771597.0368
244.26999999999998,-1.46,300193.839,2771593.2569
250.87,-1.48,300198.7446,2771588.8416
257.69,-1.35,300203.8136,2771584.279
264.64,-1.36,300208.9793,2771579.6295
271.61,-1.39,300214.1599,2771574.9667
278.46999999999997,-1.3,300219.2586,2771570.3774
285.42,-1.34,300224.4243,2771565.7279
292.56,-1.3,300229.7312,2771560.9512
299.49,-1.45,300234.882,2771556.3151
306.53999999999996,-1.31,300240.1221,2771551.5987
313.52,-1.31,300245.31,2771546.9291
320.62,-1.36,300250.5872,2771542.1793
327.49,-1.39,300255.6934,2771537.5833
334.28,-1.41,300260.7402,2771533.0408
341.15,-1.37,300265.8464,2771528.4448
348.15,-1.47,300271.0493,2771523.7619
354.75,-1.48,300275.9548,2771519.3465
361.64,-1.57,300281.0759,2771514.7372
368.53,-1.55,300286.197,2771510.1278
375.4,-1.57,300291.3032,2771505.5318
382.26,-1.64,300296.402,2771500.9425
389.12,-1.7,300301.5008,2771496.3532
395.98,-1.76,300306.5996,2771491.7639
408.95,-1.88,300316.2397,2771483.0871
415.88,-1.9,300321.3905,2771478.451
423.67,-1.83,300327.1805,2771473.2395
