new_x,elevation,ex_data,ny_data
0.0,95.32,278426.469,2753111.65
1.69,87.92,278428.1061,2753111.2307
4.17,87.72,278430.5086,2753110.6154
9.73,87.78,278435.8947,2753109.2359
27.33,87.77,278452.9442,2753104.8693
36.6,87.2,278461.9242,2753102.5694
54.71,87.04,278479.4678,2753098.0762
68.29,87.81,278492.623,2753094.7069
81.68,87.77,278505.5942,2753091.3848
91.10000000000001,85.65,278514.7195,2753089.0476
104.07000000000001,85.65,278527.2838,2753085.8297
117.48,85.04,278540.2744,2753082.5026
129.56,84.49,278551.9766,2753079.5055
133.7,80.95,278555.9871,2753078.4784
142.22,80.99,278564.2406,2753076.3645
144.61,79.49,278566.5558,2753075.7715
147.65,79.47,278569.5007,2753075.0173
150.26,81.08,278572.0291,2753074.3697
162.5,80.3,278583.8862,2753071.3329
170.98,80.63,278592.101,2753069.229
179.07,78.94,278599.938,2753067.2218
179.94,77.3,278600.7807,2753067.006
192.04,76.29,278612.5023,2753064.0039
200.93,76.03,278621.1142,2753061.7983
204.21,76.47,278624.2916,2753060.9845
208.82,75.65,278628.7574,2753059.8407
222.05,74.54,278641.5736,2753056.5583
235.19,74.51,278654.3026,2753053.2982
252.91,73.11,278671.4683,2753048.9018
271.68,73.18,278689.6512,2753044.2448
290.88,74.22,278708.2507,2753039.4812
295.22,75.38,278712.455,2753038.4044
301.38,81.86,278718.4223,2753036.8761
305.34,92.96,278722.2584,2753035.8936
305.42,95.06,278722.3359,2753035.8738
309.9,95.14,278726.6758,2753034.7623
316.11,95.13,278732.6915,2753033.2215
326.39,95.9,278742.65,2753030.671
