new_x,elevation,ex_data,ny_data
0.0,95.32,278426.469,2753111.65
1.23,87.64,278427.6605,2753111.3448
3.68,87.46,278430.0339,2753110.737
18.169999999999998,87.48,278444.0707,2753107.1419
28.2,87.27,278453.7869,2753104.6534
40.660000000000004,86.94,278465.8572,2753101.562
54.92,87.45,278479.6712,2753098.0241
66.04,86.81,278490.4434,2753095.2651
71.02,87.88,278495.2676,2753094.0296
74.43,88.76,278498.5709,2753093.1835
79.34,87.68,278503.3274,2753091.9653
80.89,87.81,278504.8289,2753091.5808
81.86,88.19,278505.7685,2753091.3401
82.31,88.22,278506.2045,2753091.2285
83.72,86.83,278507.5704,2753090.8786
86.88,85.51,278510.6315,2753090.0946
90.54,85.88,278514.177,2753089.1866
99.67,85.75,278523.0215,2753086.9214
103.42,83.64,278526.6542,2753085.991
112.2,83.54,278535.1595,2753083.8126
122.8,83.59,278545.428,2753081.1827
135.8,83.62,278558.0214,2753077.9573
148.72,84.47,278570.5373,2753074.7518
150.7,85.5,278572.4553,2753074.2606
152.51,85.8,278574.2087,2753073.8115
162.08,86.15,278583.4794,2753071.4371
172.23,82.25,278593.3119,2753068.9189
176.81,81.96,278597.7486,2753067.7826
177.53,77.92,278598.4461,2753067.6039
182.67000000000002,77.8,278603.4254,2753066.3287
184.21,78.83,278604.9172,2753065.9466
188.09,80.72,278608.6758,2753064.9839
190.15,81.23,278610.6714,2753064.4728
190.18,81.21,278610.7004,2753064.4654
190.45,81.23,278610.962,2753064.3984
192.44,81.16,278612.8898,2753063.9047
196.47,78.55,278616.7937,2753062.9048
197.24,78.5,278617.5396,2753062.7138
197.29,77.65,278617.5881,2753062.7014
205.78,77.7,278625.8125,2753060.5949
210.33,76.61,278630.2202,2753059.4661
220.59,77.28,278640.1593,2753056.9205
224.19,76.32,278643.6467,2753056.0273
235.69,75.74,278654.787,2753053.1741
246.19,75.91,278664.9585,2753050.569
256.8,75.53,278675.2367,2753047.9366
266.16,76.13,278684.3039,2753045.6144
275.74,75.08,278693.5843,2753043.2375
284.46,74.24,278702.0315,2753041.074
293.15,76.46,278710.4497,2753038.918
295.54,76.63,278712.7649,2753038.325
300.26,81.5,278717.3373,2753037.154
302.15,81.55,278719.1682,2753036.6851
302.27,82.93,278719.2844,2753036.6553
303.72,83.31,278720.6891,2753036.2955
304.26,93.46,278721.2122,2753036.1616
304.82,93.52,278721.7547,2753036.0226
304.84,95.84,278721.7741,2753036.0177
305.44,95.83,278722.3553,2753035.8688
305.48,95.03,278722.394,2753035.8589
306.69,94.99,278723.5662,2753035.5587
307.01,94.98,278723.8762,2753035.4793
307.15,94.83,278724.0118,2753035.4445
307.16,95.0,278724.0215,2753035.4421
324.29,95.11,278740.6157,2753031.192
326.03000000000003,95.47,278742.3013,2753030.7603
326.39,95.9,278742.65,2753030.671
