new_x,elevation,ex_data,ny_data
0.0,95.32,278426.469,2753111.65
1.3000000000000003,87.54,278427.7283,2753111.3275
10.63,87.54,278436.7665,2753109.0126
19.07,87.5,278444.9425,2753106.9186
27.73,87.55,278453.3316,2753104.77
40.370000000000005,87.0,278465.5763,2753101.634
52.75,86.87,278477.5691,2753098.5625
53.95,87.0,278478.7315,2753098.2647
55.980000000000004,87.59,278480.698,2753097.7611
63.47,87.14,278487.9538,2753095.9028
70.47,87.85,278494.7348,2753094.166
78.77,87.68,278502.7752,2753092.1068
82.29,88.29,278506.1851,2753091.2334
82.95,87.06,278506.8244,2753091.0697
85.96000000000001,85.58,278509.7403,2753090.3229
95.92,85.95,278519.3888,2753087.8518
99.78,85.9,278523.128,2753086.8941
103.78,83.67,278527.0029,2753085.9017
115.18,83.62,278538.0463,2753083.0733
124.81,83.62,278547.3751,2753080.684
137.57,87.71,278559.736,2753077.5182
137.68,83.71,278559.8426,2753077.4909
141.43,83.24,278563.4753,2753076.5605
141.54,87.64,278563.5818,2753076.5332
143.35,83.36,278565.3352,2753076.0841
144.92000000000002,84.35,278566.8561,2753075.6946
152.66,85.94,278574.354,2753073.7743
162.33,86.25,278583.7216,2753071.3751
167.31,84.91,278588.5458,2753070.1395
173.61,82.18,278594.6487,2753068.5765
176.68,81.96,278597.6227,2753067.8148
177.95,78.65,278598.853,2753067.4997
185.9,79.04,278606.5543,2753065.5273
187.83,80.06,278608.424,2753065.0484
191.85,80.01,278612.3182,2753064.0511
197.85,76.65,278618.1305,2753062.5624
208.18,76.13,278628.1374,2753059.9995
220.58,75.5,278640.1496,2753056.923
224.96,75.26,278644.3926,2753055.8363
228.83,75.98,278648.1415,2753054.8761
238.28,75.63,278657.296,2753052.5315
247.82,75.85,278666.5376,2753050.1646
256.05,75.85,278674.5101,2753048.1227
264.66,75.67,278682.8508,2753045.9865
276.91,75.88,278694.7177,2753042.9472
286.7,75.97,278704.2014,2753040.5183
295.88,76.35,278713.0943,2753038.2407
300.51,81.56,278717.5795,2753037.092
302.54,81.65,278719.546,2753036.5883
302.78000000000003,83.06,278719.7785,2753036.5288
304.31,83.36,278721.2606,2753036.1492
304.61,93.53,278721.5512,2753036.0747
304.93,93.57,278721.8612,2753035.9953
305.0,95.88,278721.929,2753035.978
305.6,95.87,278722.5103,2753035.8291
305.61,95.05,278722.52,2753035.8266
307.11,95.0,278723.9731,2753035.4545
307.56,94.83,278724.409,2753035.3428
315.69,94.98,278732.2847,2753033.3257
325.28000000000003,95.17,278741.5747,2753030.9464
326.39,95.9,278742.65,2753030.671
