new_x,elevation,ex_data,ny_data
0.0,95.32,278426.469,2753111.65
0.1100000000000001,87.97,278426.5756,2753111.6227
8.68,88.53,278434.8775,2753109.4964
9.67,88.19,278435.8365,2753109.2508
11.620000000000001,88.15,278437.7255,2753108.767
12.41,88.34,278438.4908,2753108.571
14.59,89.25,278440.6026,2753108.0301
28.07,89.28,278453.661,2753104.6857
39.660000000000004,88.79,278464.8885,2753101.8102
50.53,88.13,278475.4185,2753099.1133
58.57,88.34,278483.207,2753097.1185
58.980000000000004,88.44,278483.6042,2753097.0168
59.17,87.96,278483.7882,2753096.9696
63.68000000000001,87.79,278488.1572,2753095.8507
63.78,88.4,278488.2541,2753095.8259
64.08,88.41,278488.5447,2753095.7514
64.17,88.18,278488.6319,2753095.7291
76.56,87.89,278500.6343,2753092.6551
80.83,87.45,278504.7708,2753091.5957
88.41,87.01,278512.1137,2753089.715
90.44,86.11,278514.0802,2753089.2114
95.33,85.78,278518.8172,2753087.9981
97.45,85.87,278520.8709,2753087.4722
99.66,85.98,278523.0118,2753086.9239
99.67,85.84,278523.0215,2753086.9214
103.13,85.97,278526.3732,2753086.0629
104.32000000000001,85.86,278527.526,2753085.7677
104.82000000000001,85.7,278528.0104,2753085.6436
111.2,85.74,278534.1908,2753084.0607
117.45,85.53,278540.2453,2753082.5101
130.71,84.72,278553.0906,2753079.2202
134.21,81.58,278556.4811,2753078.3518
140.29,81.76,278562.3709,2753076.8433
142.77,81.21,278564.7734,2753076.228
145.82,79.52,278567.728,2753075.4713
147.23,79.0,278569.0939,2753075.1215
148.56,79.15,278570.3823,2753074.7915
150.25,79.66,278572.0194,2753074.3722
153.11,81.16,278574.7899,2753073.6626
155.16,81.23,278576.7758,2753073.154
158.74,79.87,278580.2438,2753072.2658
162.89000000000001,79.35,278584.264,2753071.2362
168.82,80.34,278590.0086,2753069.7649
174.73,80.86,278595.7337,2753068.2986
176.38,80.57,278597.3321,2753067.8892
177.66,82.31,278598.5721,2753067.5717
181.07,76.15,278601.8754,2753066.7256
181.53,76.26,278602.321,2753066.6115
185.3,77.0,278605.9731,2753065.6761
190.0,77.0,278610.5261,2753064.51
191.24,76.87,278611.7273,2753064.2024
193.4,77.05,278613.8197,2753063.6665
198.52,75.05,278618.7796,2753062.3962
199.41,75.28,278619.6417,2753062.1754
201.06,76.07,278621.2401,2753061.766
203.28,75.93,278623.3907,2753061.2152
205.73,75.42,278625.7641,2753060.6074
207.97,75.25,278627.934,2753060.0516
208.35,72.68,278628.3021,2753059.9573
211.85,72.15,278631.6926,2753059.0889
217.01,73.07,278636.6912,2753057.8087
218.09,73.2,278637.7375,2753057.5408
226.52,73.83,278645.9038,2753055.4492
227.17000000000002,73.9,278646.5335,2753055.288
231.25,74.35,278650.4858,2753054.2757
231.89000000000001,75.33,278651.1058,2753054.1169
233.98,75.35,278653.1304,2753053.5984
234.49,74.2,278653.6245,2753053.4719
236.87,74.56,278655.9301,2753052.8814
238.84,73.39,278657.8384,2753052.3926
242.37,73.65,278661.258,2753051.5168
246.27,73.4,278665.036,2753050.5492
260.11,73.64,278678.4431,2753047.1154
264.89,74.26,278683.0736,2753045.9295
271.22,73.21,278689.2056,2753044.359
275.39,73.47,278693.2452,2753043.3244
278.31,74.48,278696.0739,2753042.5999
280.32,75.59,278698.021,2753042.1012
283.01,75.61,278700.6269,2753041.4338
283.5,75.18,278701.1015,2753041.3122
284.63,75.24,278702.1962,2753041.0319
286.46,75.2,278703.969,2753040.5778
288.85,74.72,278706.2842,2753039.9849
291.04,74.6,278708.4057,2753039.4415
291.17,74.29,278708.5316,2753039.4093
294.67,74.26,278711.9222,2753038.5409
294.89,75.68,278712.1353,2753038.4863
301.03000000000003,81.88,278718.0832,2753036.9629
302.05,81.89,278719.0713,2753036.7099
309.82,95.28,278726.5983,2753034.7821
310.15,95.29,278726.918,2753034.7002
310.43,95.16,278727.1892,2753034.6308
313.72,95.09,278730.3763,2753033.8145
314.22,95.09,278730.8607,2753033.6904
319.78000000000003,95.26,278736.2468,2753032.311
325.44,95.25,278741.7297,2753030.9067
325.87,95.26,278742.1463,2753030.8
326.06,95.84,278742.3303,2753030.7529
326.39,95.9,278742.65,2753030.671
