new_x,elevation,ex_data,ny_data
0.0,3.89,296521.834,2770053.508
10.23,3.14,296525.4361,2770043.9331
10.829999999999998,3.13,296525.6474,2770043.3715
20.560000000000002,3.68,296529.0734,2770034.2646
29.05,3.78,296532.0628,2770026.3182
36.46,3.19,296534.6719,2770019.3828
36.86,3.21,296534.8128,2770019.0084
37.06,3.66,296534.8832,2770018.8212
47.410000000000004,3.74,296538.5275,2770009.1339
48.31,3.74,296538.8444,2770008.2916
50.68,3.62,296539.6789,2770006.0733
50.89,2.68,296539.7529,2770005.8768
51.38,2.69,296539.9254,2770005.4182
51.480000000000004,1.56,296539.9606,2770005.3246
58.64,0.73,296542.4817,2769998.6231
62.79,-0.6,296543.943,2769994.7388
66.19,-0.63,296545.1402,2769991.5565
72.05999999999999,-0.65,296547.2071,2769986.0624
84.61,-0.97,296551.626,2769974.3161
91.55,-1.28,296554.0697,2769967.8205
95.47,-1.31,296555.45,2769964.1515
99.39,-2.15,296556.8302,2769960.4825
108.85,-2.24,296560.1612,2769951.6283
110.74,-2.17,296560.8267,2769949.8593
112.63,-2.13,296561.4922,2769948.0904
114.52999999999999,-4.11,296562.1612,2769946.312
116.41999999999999,-4.11,296562.8267,2769944.5431
119.99,-4.5,296564.0837,2769941.2017
123.55999999999999,-4.9,296565.3407,2769937.8603
127.12999999999998,-5.12,296566.5978,2769934.5189
131.64000000000001,-3.72,296568.1858,2769930.2977
136.16,-4.59,296569.7773,2769926.0671
144.08,-4.45,296572.566,2769918.6543
148.42000000000002,-3.7,296574.0942,2769914.5922
152.75,-3.57,296575.6188,2769910.5395
156.67000000000002,-3.25,296576.9991,2769906.8705
160.58,-2.59,296578.3758,2769903.2109
168.4,-2.6,296581.1293,2769895.8917
176.22,-2.74,296583.8829,2769888.5724
178.21,-3.01,296584.5836,2769886.7099
180.21,-3.5,296585.2878,2769884.8379
182.21,-4.26,296585.992,2769882.966
184.20000000000002,-4.26,296586.6927,2769881.1034
191.3,-4.22,296589.1927,2769874.4581
199.12,-3.84,296591.9462,2769867.1388
205.79000000000002,-3.23,296594.2947,2769860.896
212.46,-3.13,296596.6433,2769854.6531
220.03,-3.37,296599.3088,2769847.5678
225.07000000000002,-4.08,296601.0834,2769842.8506
230.11,-4.02,296602.8581,2769838.1333
243.43,-4.12,296607.5482,2769825.6663
244.76000000000002,-3.48,296608.0165,2769824.4214
246.09,-3.26,296608.4848,2769823.1766
247.42000000000002,-2.01,296608.9531,2769821.9318
248.75,-2.53,296609.4214,2769820.687
253.27,-3.12,296611.0129,2769816.4564
257.78,-3.3,296612.601,2769812.2352
261.34999999999997,-3.18,296613.858,2769808.8938
264.91999999999996,-2.71,296615.115,2769805.5524
273.76,-2.37,296618.2277,2769797.2785
277.29999999999995,-2.22,296619.4741,2769793.9652
280.84,-1.54,296620.7206,2769790.6519
284.26,-1.6,296621.9248,2769787.4509
287.68,-2.11,296623.129,2769784.2499
288.82,-1.89,296623.5305,2769783.1829
290.23999999999995,-1.13,296624.0305,2769781.8538
291.65,-1.21,296624.5269,2769780.5341
291.95,-1.34,296624.6326,2769780.2533
293.7,-1.07,296625.2488,2769778.6154
295.45,-0.49,296625.8649,2769776.9774
298.06,0.72,296626.784,2769774.5346
331.31,0.06,296638.4916,2769743.4138
334.47999999999996,0.46,296639.6078,2769740.4468
336.09,1.22,296640.1747,2769738.9399
338.01,2.28,296640.8508,2769737.1428
340.87,2.23,296641.8578,2769734.4659
346.64,2.43,296643.8895,2769729.0654
353.78999999999996,2.38,296646.4071,2769722.3733
361.65,2.59,296649.1746,2769715.0166
368.62,2.71,296651.6288,2769708.4929
378.79999999999995,2.26,296655.2133,2769698.9648
391.41999999999996,2.27,296659.657,2769687.153
418.51,2.14,296669.1956,2769661.7977
427.65999999999997,2.14,296672.4174,2769653.2336
438.97999999999996,2.03,296676.4033,2769642.6385
445.28,1.93,296678.6216,2769636.7419
449.32,4.1,296680.0441,2769632.9607
452.44,4.03,296681.1427,2769630.0404
455.76,4.47,296682.3117,2769626.933
458.93,4.53,296683.4279,2769623.966
465.94,4.62,296685.8962,2769617.4049
472.62,4.65,296688.2483,2769611.1527
474.89,4.67,296689.0476,2769609.0281
491.15,4.85,296694.7729,2769593.8093
504.51,4.98,296699.4771,2769581.3048
506.71,4.99,296700.2517,2769579.2457
519.76,5.26,296704.8468,2769567.0313
532.83,5.53,296709.4489,2769554.7983
534.76,5.49,296710.1284,2769552.9919
538.64,5.46,296711.4946,2769549.3603
543.08,5.65,296713.058,2769545.2047
549.7,5.78,296715.389,2769539.0086
551.4000000000001,5.61,296715.9875,2769537.4174
552.33,5.92,296716.315,2769536.5465
