new_x,elevation,ex_data,ny_data
0.0,95.32,278426.469,2753111.65
1.65,88.64,278428.0674,2753111.2406
9.38,87.63,278435.5556,2753109.3228
13.56,86.66,278439.6049,2753108.2857
28.06,86.81,278453.6513,2753104.6882
33.18,87.37,278458.6112,2753103.4179
54.63,87.65,278479.3903,2753098.096
71.07000000000001,88.0,278495.316,2753094.0172
81.07000000000001,88.77,278505.0032,2753091.5361
84.23,87.04,278508.0644,2753090.7521
100.25,86.03,278523.5833,2753086.7775
102.52,84.38,278525.7823,2753086.2143
145.99,83.76,278567.8926,2753075.4291
150.68,85.64,278572.436,2753074.2655
168.71,86.43,278589.902,2753069.7922
172.7,83.31,278593.7672,2753068.8023
177.77,81.52,278598.6786,2753067.5444
221.83,81.13,278641.3605,2753056.6129
302.83,81.26,278719.8269,2753036.5164
303.12,83.05,278720.1079,2753036.4444
304.36,83.5,278721.3091,2753036.1368
304.67,93.57,278721.6094,2753036.0598
305.76,95.16,278722.6653,2753035.7894
326.23,95.7,278742.495,2753030.7107
326.39,95.9,278742.65,2753030.671
