new_x,elevation,ex_data,ny_data
0.0,10.88,300012.282,2771756.672
0.5700000000000001,10.92,300012.7057,2771756.2907
13.62,4.61,300022.4053,2771747.5603
14.57,4.65,300023.1114,2771746.9248
14.61,3.87,300023.1411,2771746.898
16.110000000000003,3.77,300024.256,2771745.8945
21.01,3.75,300027.898,2771742.6164
23.810000000000002,3.7,300029.9791,2771740.7433
24.720000000000002,3.5,300030.6555,2771740.1345
25.3,3.52,300031.0866,2771739.7465
25.96,3.83,300031.5771,2771739.3049
27.51,3.91,300032.7292,2771738.268
35.01,3.86,300038.3037,2771733.2505
44.76,3.75,300045.5505,2771726.7278
50.96,3.61,300050.1587,2771722.5801
56.199999999999996,3.45,300054.0534,2771719.0746
61.839999999999996,3.42,300058.2454,2771715.3014
62.72,3.18,300058.8995,2771714.7127
63.01,3.19,300059.115,2771714.5187
63.51,3.41,300059.4867,2771714.1842
67.91000000000001,3.43,300062.757,2771711.2406
68.52000000000001,3.45,300063.2104,2771710.8326
71.51,3.41,300065.4328,2771708.8323
73.66000000000001,3.26,300067.0308,2771707.3939
74.16000000000001,3.2,300067.4024,2771707.0594
74.19000000000001,3.06,300067.4247,2771707.0394
78.41000000000001,3.08,300070.5613,2771704.2162
79.60000000000001,1.82,300071.4458,2771703.4201
79.84,0.55,300071.6242,2771703.2596
88.30000000000001,-2.48,300077.9122,2771697.5999
99.17,-4.33,300085.9915,2771690.3279
104.42,-4.27,300089.8936,2771686.8157
110.78,-3.48,300094.6208,2771682.5609
115.17,-3.13,300097.8837,2771679.624
119.42,-3.12,300101.0425,2771676.7808
125.77000000000001,-2.92,300105.7623,2771672.5327
130.32999999999998,-2.8,300109.1516,2771669.4821
135.14999999999998,-2.46,300112.7341,2771666.2575
141.66,-2.75,300117.5727,2771661.9024
146.07999999999998,-2.73,300120.858,2771658.9454
152.23999999999998,-2.74,300125.4365,2771654.8244
154.41,-2.73,300127.0493,2771653.3727
162.25,-2.88,300132.8765,2771648.1278
165.25,-2.88,300135.1063,2771646.1208
172.39,-2.95,300140.4132,2771641.3442
174.97,-2.95,300142.3308,2771639.6182
179.57999999999998,-2.8,300145.7573,2771636.5341
185.29,-3.03,300150.0013,2771632.7142
190.29999999999998,-3.03,300153.7251,2771629.3625
195.17,-3.01,300157.3448,2771626.1045
200.19,-2.97,300161.076,2771622.7462
204.47,-2.89,300164.2571,2771619.8829
210.67999999999998,-3.1,300168.8728,2771615.7284
215.64999999999998,-3.06,300172.5668,2771612.4035
221.17,-2.76,300176.6696,2771608.7107
224.70999999999998,-2.55,300179.3008,2771606.3425
229.92999999999998,-2.05,300183.1806,2771602.8503
234.81,-1.99,300186.8077,2771599.5856
239.73999999999998,-1.79,300190.472,2771596.2875
244.6,-1.73,300194.0843,2771593.0362
249.6,-1.48,300197.8006,2771589.6912
256.71,-1.39,300203.0852,2771584.9347
259.34999999999997,-1.35,300205.0474,2771583.1685
264.49,-1.26,300208.8678,2771579.7299
271.34999999999997,-1.26,300213.9666,2771575.1406
275.51,-1.21,300217.0586,2771572.3576
280.95,-1.19,300221.1019,2771568.7183
286.11,-1.19,300224.9372,2771565.2662
291.12,-1.18,300228.6609,2771561.9146
295.75,-1.18,300232.1022,2771558.8171
299.65,-1.21,300235.001,2771556.2081
304.92,-1.21,300238.918,2771552.6825
311.58,-1.26,300243.8681,2771548.227
316.56,-1.25,300247.5696,2771544.8954
319.40999999999997,-1.25,300249.6879,2771542.9888
324.4,-1.25,300253.3967,2771539.6505
330.58,-1.25,300257.9901,2771535.5161
