new_x,elevation,ex_data,ny_data
0.0,14.44,293959.107,2765367.585
0.6500000000000057,14.1,293959.7538,2765367.5205
12.430000000000007,8.62,293971.4758,2765366.3522
16.939999999999998,8.54,293975.9636,2765365.9049
28.75,2.79,293987.7155,2765364.7336
39.50999999999999,2.37,293998.4225,2765363.6664
41.83000000000001,1.29,294000.7311,2765363.4363
42.849999999999994,1.81,294001.746,2765363.3351
44.53999999999999,1.11,294003.4277,2765363.1675
46.93000000000001,0.97,294005.8059,2765362.9305
51.27000000000001,0.83,294010.1246,2765362.5001
55.23000000000002,0.74,294014.0651,2765362.1073
60.379999999999995,0.82,294019.1897,2765361.5965
65.5,0.94,294024.2845,2765361.0887
70.11000000000001,0.95,294028.8718,2765360.6315
73.1,0.82,294031.8471,2765360.335
76.1,0.42,294034.8323,2765360.0374
81.38,-0.04,294040.0863,2765359.5138
83.89000000000001,-0.52,294042.584,2765359.2648
86.4,-0.85,294045.0816,2765359.0159
88.82,-0.64,294047.4897,2765358.7759
91.25,-0.23,294049.9077,2765358.5348
96.44,-0.19,294055.0722,2765358.0201
99.28999999999999,0.19,294057.9082,2765357.7374
102.14000000000001,0.2,294060.7441,2765357.4548
103.34,0.21,294061.9382,2765357.3358
104.55000000000001,0.19,294063.1423,2765357.2158
105.75,0.25,294064.3364,2765357.0967
109.88,0.3,294068.446,2765356.6871
113.96000000000001,0.26,294072.5059,2765356.2825
118.78999999999999,0.26,294077.3122,2765355.8034
125.70000000000002,0.16,294084.1881,2765355.1181
130.5,0.35,294088.9645,2765354.642
132.51,0.52,294090.9646,2765354.4427
134.53000000000003,0.68,294092.9747,2765354.2423
136.54000000000002,0.68,294094.9748,2765354.043
137.99,0.69,294096.4176,2765353.8992
139.44,0.89,294097.8605,2765353.7554
140.88,0.94,294099.2934,2765353.6126
142.32999999999998,0.99,294100.7363,2765353.4687
149.84000000000003,0.65,294108.2093,2765352.7239
157.7,0.62,294116.0306,2765351.9444
161.81,0.87,294120.1204,2765351.5367
166.70999999999998,1.14,294124.9962,2765351.0507
169.07999999999998,1.15,294127.3546,2765350.8157
169.38,1.26,294127.6531,2765350.7859
170.72000000000003,1.86,294128.9865,2765350.653
171.99,2.87,294130.2502,2765350.5271
175.45999999999998,3.64,294133.7032,2765350.1829
184.38,4.61,294142.5792,2765349.2982
192.75,4.85,294150.908,2765348.4681
201.85000000000002,5.11,294159.9632,2765347.5656
209.10000000000002,6.6,294167.1775,2765346.8465
214.89999999999998,8.24,294172.949,2765346.2713
221.89,8.92,294179.9046,2765345.578
230.88,9.05,294188.8503,2765344.6864
239.55,8.77,294197.4776,2765343.8265
243.66000000000003,8.58,294201.5674,2765343.4189
259.11,8.48,294216.9413,2765341.8865
269.66,8.7,294227.4394,2765340.8402
273.94,8.69,294231.6983,2765340.4157
283.61,8.83,294241.3207,2765339.4566
305.45,8.66,294263.0532,2765337.2905
313.88,8.78,294271.4417,2765336.4545
324.51,8.8,294282.0193,2765335.4002
334.63,8.93,294292.0895,2765334.3965
342.15,10.66,294299.5725,2765333.6506
346.01,9.07,294303.4135,2765333.2678
353.47,11.07,294310.8367,2765332.5279
356.74,8.98,294314.0906,2765332.2036
362.4,11.28,294319.7228,2765331.6423
368.99,8.99,294326.2803,2765330.9887
374.9,11.67,294332.1612,2765330.4025
376.75,11.7,294334.0021,2765330.219
379.26,8.96,294336.4998,2765329.9701
381.62,11.26,294338.8482,2765329.736
383.66,10.55,294340.8781,2765329.5337
387.69000000000005,10.7,294344.8883,2765329.134
391.78999999999996,9.17,294348.9681,2765328.7274
401.1,8.78,294358.2322,2765327.804
405.14,9.19,294362.2524,2765327.4033
405.64,10.78,294362.7499,2765327.3537
416.04999999999995,10.67,294373.1086,2765326.3213
425.29999999999995,9.13,294382.3131,2765325.4039
425.36,9.13,294382.3728,2765325.3979
429.48,8.7,294386.4725,2765324.9893
438.41999999999996,9.35,294395.3685,2765324.1026
443.41999999999996,10.08,294400.3439,2765323.6067
455.86,13.26,294412.7226,2765322.3729
459.12,13.31,294415.9666,2765322.0496
464.20000000000005,13.14,294421.0216,2765321.5458
468.67999999999995,10.28,294425.4795,2765321.1014
479.42999999999995,10.4,294436.1766,2765320.0353
482.16999999999996,10.7,294438.9031,2765319.7635
482.17999999999995,11.16,294438.9131,2765319.7625
549.83,9.23,294506.2295,2765313.0535
