new_x,elevation,ex_data,ny_data
0.0,11.09,299350.801,2771149.288
0.04,10.89,299350.8286,2771149.259
0.91,10.96,299351.4281,2771148.6286
16.21,3.8,299361.9716,2771137.5413
16.3,3.95,299362.0336,2771137.4761
16.38,3.95,299362.0887,2771137.4182
16.5,3.31,299362.1714,2771137.3312
16.62,3.31,299362.2541,2771137.2442
16.669999999999998,3.1,299362.2886,2771137.208
18.24,3.12,299363.3705,2771136.0703
18.37,3.13,299363.4601,2771135.9761
18.419999999999998,2.88,299363.4945,2771135.9399
24.66,2.81,299367.7946,2771131.418
32.6,2.23,299373.2662,2771125.6643
39.010000000000005,2.8,299377.6835,2771121.0192
48.190000000000005,3.24,299384.0096,2771114.3669
78.46,3.45,299404.8691,2771092.4316
105.67,3.43,299423.62,2771072.7137
110.21,2.6,299426.7486,2771069.4238
116.07,1.94,299430.7868,2771065.1773
119.41,1.09,299433.0885,2771062.757
124.42,0.36,299436.541,2771059.1264
132.99,0.01,299442.4467,2771052.9161
156.04000000000002,-0.45,299458.3308,2771036.2129
173.13000000000002,-0.75,299470.1079,2771023.8285
184.02,-0.98,299477.6123,2771015.937
198.94,-0.84,299487.894,2771005.1252
210.16,-1.01,299495.6259,2770996.9945
224.26000000000002,-1.04,299505.3424,2770986.7769
235.13000000000002,-1.06,299512.8331,2770978.8999
249.70000000000002,-1.32,299522.8736,2770968.3417
265.31,-1.52,299533.6307,2770957.0298
274.53,-1.49,299539.9843,2770950.3485
280.96,-1.87,299544.4154,2770945.689
288.12,-1.95,299549.3494,2770940.5004
295.96,-2.35,299554.7521,2770934.8191
302.16999999999996,-2.49,299559.0315,2770930.319
308.60999999999996,-2.54,299563.4695,2770925.6523
314.78,-2.71,299567.7213,2770921.1811
321.18,-2.93,299572.1317,2770916.5434
328.09999999999997,-2.77,299576.9003,2770911.5287
334.97999999999996,-2.99,299581.6415,2770906.5431
341.66999999999996,-2.9,299586.2517,2770901.6952
348.58,-3.19,299591.0135,2770896.6878
355.35999999999996,-3.11,299595.6857,2770891.7746
362.90999999999997,-3.18,299600.8885,2770886.3035
369.60999999999996,-3.15,299605.5056,2770881.4483
375.99,-2.97,299609.9022,2770876.825
383.04999999999995,-3.29,299614.7673,2770871.709
389.28,-3.03,299619.0605,2770867.1944
394.09,-3.04,299622.3752,2770863.7088
398.37,-3.09,299625.3246,2770860.6072
403.60999999999996,-3.17,299628.9356,2770856.81
409.22999999999996,-2.86,299632.8084,2770852.7375
415.58,-2.82,299637.1843,2770848.1359
421.52,-2.9,299641.2777,2770843.8315
427.65,-2.92,299645.502,2770839.3893
434.03999999999996,-2.75,299649.9054,2770834.7588
