new_x,elevation,ex_data,ny_data
0.0,95.32,278426.469,2753111.65
1.65,88.64,278428.0674,2753111.2406
11.65,88.64,278437.7546,2753108.7596
20.22,86.66,278446.0565,2753106.6333
28.98,86.74,278454.5425,2753104.4599
57.13,86.94,278481.8121,2753097.4758
67.14,87.15,278491.509,2753094.9922
71.57000000000001,87.7,278495.8004,2753093.8931
78.05,88.62,278502.0777,2753092.2854
80.54,88.91,278504.4898,2753091.6676
81.98,88.83,278505.8848,2753091.3103
83.56,86.99,278507.4154,2753090.9183
86.26,86.2,278510.0309,2753090.2485
93.98,87.81,278517.5094,2753088.3331
100.18,85.83,278523.5155,2753086.7948
103.4,83.9,278526.6348,2753085.9959
110.87,83.69,278533.8711,2753084.1426
130.91,83.6,278553.2843,2753079.1706
136.8,83.83,278558.9901,2753077.7092
140.37,83.74,278562.4484,2753076.8235
146.57,83.71,278568.4545,2753075.2852
148.92000000000002,84.87,278570.731,2753074.7022
153.34,84.85,278575.0127,2753073.6056
158.44,86.15,278579.9532,2753072.3402
162.43,86.35,278583.8184,2753071.3503
168.06,86.48,278589.2723,2753069.9535
172.08,83.41,278593.1666,2753068.9561
174.22,82.08,278595.2397,2753068.4251
178.33,81.6,278599.2211,2753067.4054
183.98,81.43,278604.6944,2753066.0036
190.9,81.55,278611.3979,2753064.2868
193.43,81.64,278613.8488,2753063.659
196.89000000000001,81.52,278617.2006,2753062.8006
200.07,81.7,278620.2811,2753062.0116
203.23,81.77,278623.3423,2753061.2276
206.54,81.67,278626.5487,2753060.4064
209.65,81.59,278629.5615,2753059.6348
212.55,81.51,278632.3707,2753058.9153
214.73,81.44,278634.4826,2753058.3744
219.08,81.3,278638.6965,2753057.2952
222.34,81.11,278641.8545,2753056.4863
225.32,81.19,278644.7413,2753055.747
228.72,81.1,278648.035,2753054.9034
231.56,81.02,278650.7861,2753054.1988
234.46,80.7,278653.5954,2753053.4793
236.84,80.55,278655.901,2753052.8888
240.41,80.62,278659.3593,2753052.0031
242.5,81.7,278661.384,2753051.4845
245.85,79.32,278664.6292,2753050.6534
248.78,81.13,278667.4675,2753049.9264
255.93,80.87,278674.3939,2753048.1525
261.31,80.66,278679.6056,2753046.8177
267.63,80.69,278685.7279,2753045.2497
271.39,80.56,278689.3703,2753044.3168
274.2,81.07,278692.0924,2753043.6196
277.76,80.29,278695.5411,2753042.7363
280.64,80.36,278698.331,2753042.0218
285.39,81.26,278702.9324,2753040.8433
289.56,81.17,278706.972,2753039.8087
293.23,81.17,278710.5272,2753038.8982
297.84,81.42,278714.993,2753037.7544
302.17,81.39,278719.1876,2753036.6801
303.12,83.04,278720.1079,2753036.4444
304.36,83.48,278721.3091,2753036.1368
304.67,93.66,278721.6094,2753036.0598
305.1,95.1,278722.0259,2753035.9532
306.2,95.17,278723.0915,2753035.6802
311.2,95.18,278727.9351,2753034.4397
326.39,95.9,278742.65,2753030.671
