new_x,elevation,ex_data,ny_data
0.0,10.88,300012.282,2771756.672
0.01,10.69,300012.2894,2771756.6653
0.62,10.65,300012.7428,2771756.2572
14.54,3.99,300023.0891,2771746.9448
15.12,3.94,300023.5201,2771746.5568
16.07,3.85,300024.2262,2771745.9213
18.830000000000002,3.85,300026.2777,2771744.0749
21.12,3.86,300027.9797,2771742.5429
22.360000000000003,3.86,300028.9014,2771741.7133
24.07,3.75,300030.1724,2771740.5693
24.880000000000003,3.45,300030.7744,2771740.0274
25.790000000000003,3.82,300031.4508,2771739.4187
36.8,3.83,300039.6341,2771732.053
44.48,3.8,300045.3424,2771726.9152
48.489999999999995,3.57,300048.3229,2771724.2325
51.669999999999995,3.5,300050.6864,2771722.1051
52.25,3.5,300051.1175,2771721.7171
53.199999999999996,3.49,300051.8236,2771721.0815
59.73,3.43,300056.6771,2771716.713
66.19000000000001,3.43,300061.4786,2771712.3913
69.15,3.26,300063.6787,2771710.4111
70.30000000000001,3.27,300064.5334,2771709.6418
71.47,3.26,300065.4031,2771708.859
72.31,3.36,300066.0274,2771708.2971
73.5,3.24,300066.9119,2771707.501
74.12,3.24,300067.3727,2771707.0862
74.13000000000001,3.06,300067.3801,2771707.0795
74.66000000000001,3.07,300067.7741,2771706.7249
74.67,2.89,300067.7815,2771706.7182
75.30000000000001,2.88,300068.2498,2771706.2968
75.31,2.78,300068.2572,2771706.2901
76.26,2.84,300068.9633,2771705.6545
77.92,2.93,300070.1971,2771704.544
84.12,2.07,300074.8053,2771700.3963
86.78,2.05,300076.7824,2771698.6167
86.97,1.81,300076.9236,2771698.4896
96.69000000000001,-1.22,300084.1482,2771691.987
99.02000000000001,-1.99,300085.88,2771690.4283
102.5,-2.97,300088.4665,2771688.1002
106.64,-3.42,300091.5436,2771685.3305
108.97,-3.46,300093.2754,2771683.7718
117.55000000000001,-2.84,300099.6526,2771678.0318
124.26,-2.4,300104.6399,2771673.5429
126.72,-1.85,300106.4684,2771671.8971
131.78,-1.77,300110.2293,2771668.512
137.1,-1.82,300114.1835,2771664.953
142.23999999999998,-1.9,300118.0038,2771661.5144
147.73,-1.83,300122.0843,2771657.8416
153.54999999999998,-1.83,300126.4101,2771653.948
156.59,-1.94,300128.6697,2771651.9143
162.07,-1.85,300132.7427,2771648.2482
175.28,-1.86,300142.5613,2771639.4108
189.16,-1.89,300152.8778,2771630.1252
191.87,-1.88,300154.892,2771628.3122
197.32,-1.52,300158.9428,2771624.6662
202.63,-1.49,300162.8895,2771621.1138
205.34,-1.47,300164.9038,2771619.3009
210.85999999999999,-1.54,300169.0066,2771615.608
216.28,-1.56,300173.0351,2771611.9821
221.56,-1.57,300176.9595,2771608.4498
226.97,-1.67,300180.9806,2771604.8305
232.31,-1.5,300184.9496,2771601.2581
237.39999999999998,-1.49,300188.7328,2771597.8529
246.53,-1.48,300195.5188,2771591.745
252.62,-1.47,300200.0453,2771587.6708
263.9,-1.46,300208.4293,2771580.1246
266.62,-1.43,300210.451,2771578.3049
272.08,-1.49,300214.5092,2771574.6522
274.81,-1.66,300216.5383,2771572.8259
280.23,-1.67,300220.5668,2771569.1999
285.71,-1.69,300224.6399,2771565.5338
291.37,-1.65,300228.8467,2771561.7473
296.99,-1.57,300233.0239,2771557.9876
299.7,-1.72,300235.0381,2771556.1746
305.23,-1.73,300239.1484,2771552.4751
310.84,-1.67,300243.3181,2771548.722
316.71,-1.77,300247.681,2771544.795
321.78999999999996,-1.85,300251.4568,2771541.3966
324.40999999999997,-1.68,300253.4042,2771539.6438
329.61,-1.81,300257.2691,2771536.165
334.68,-1.92,300261.0375,2771532.7732
340.01,-2.05,300264.9991,2771529.2075
345.5,-2.08,300269.0796,2771525.5347
350.96,-2.35,300273.1378,2771521.882
356.48,-2.45,300277.2406,2771518.1892
359.24,-2.52,300279.292,2771516.3427
364.65999999999997,-2.4,300283.3205,2771512.7168
369.98,-2.31,300287.2747,2771509.1578
375.58,-2.57,300291.437,2771505.4114
380.8,-2.55,300295.3168,2771501.9192
385.84999999999997,-2.68,300299.0703,2771498.5408
390.84,-2.85,300302.7792,2771495.2025
393.9,-2.72,300305.0536,2771493.1554
399.34999999999997,-2.86,300309.1044,2771489.5094
404.25,-3.04,300312.7463,2771486.2313
409.74,-3.05,300316.8269,2771482.5586
415.2,-3.08,300320.8851,2771478.9059
420.40999999999997,-3.25,300324.7575,2771475.4204
425.65,-3.4,300328.6522,2771471.9149
430.90999999999997,-3.54,300332.5618,2771468.396
435.96,-3.39,300336.3152,2771465.0176
443.75,-3.47,300342.1053,2771459.8061
450.33,-3.6,300346.9959,2771455.4041
455.40999999999997,-3.57,300350.7717,2771452.0056
460.53999999999996,-3.52,300354.5847,2771448.5737
463.15,-3.54,300356.5246,2771446.8276
468.5,-3.61,300360.501,2771443.2485
473.93,-3.47,300364.537,2771439.6159
479.21,-3.39,300368.4614,2771436.0836
484.42,-3.1,300372.3338,2771432.5981
489.86,-2.94,300376.3772,2771428.9588
495.38,-2.97,300380.48,2771425.266
498.06,-3.02,300382.4719,2771423.4731
503.3,-3.11,300386.3666,2771419.9675
510.34,-3.29,300391.5992,2771415.2578
514.52,-3.35,300394.706,2771412.4614
520.47,-1.98,300399.1285,2771408.4809
528.61,1.72,300405.1786,2771403.0353
530.29,3.36,300406.4273,2771401.9114
543.9,3.27,300416.5431,2771392.8064
559.18,3.36,300427.9002,2771382.5842
567.98,3.17,300434.4409,2771376.697
574.64,3.05,300439.391,2771372.2415
582.15,2.89,300444.973,2771367.2174
595.42,2.89,300454.8361,2771358.3398
