new_x,elevation,ex_data,ny_data
0.0,95.32,278426.469,2753111.65
2.93,87.38,278429.3074,2753110.9231
7.190000000000001,87.33,278433.4341,2753109.8661
24.57,88.41,278450.2705,2753105.5541
47.620000000000005,87.81,278472.5995,2753099.8352
61.89,86.39,278486.4232,2753096.2948
67.65,86.48,278492.003,2753094.8657
69.15,87.18,278493.4561,2753094.4935
72.56,87.27,278496.7594,2753093.6475
77.67,87.08,278501.7096,2753092.3797
87.51,86.38,278511.2418,2753089.9383
88.92,85.2,278512.6077,2753089.5885
101.52,85.14,278524.8136,2753086.4624
129.08,84.72,278551.5116,2753079.6246
133.09,81.48,278555.3961,2753078.6297
138.26,80.3,278560.4044,2753077.347
142.65,79.22,278564.6571,2753076.2578
143.96,79.21,278565.9261,2753075.9328
147.88,79.27,278569.7235,2753074.9602
151.34,80.74,278573.0753,2753074.1018
159.68,79.38,278581.1544,2753072.0326
169.85,81.49,278591.0063,2753069.5094
178.71,78.45,278599.5892,2753067.3112
179.72,76.45,278600.5676,2753067.0606
184.02,76.47,278604.7331,2753065.9937
193.6,76.04,278614.0135,2753063.6169
196.72,75.44,278617.0359,2753062.8428
197.3,78.73,278617.5977,2753062.6989
198.02,78.71,278618.2952,2753062.5202
198.07,75.24,278618.3437,2753062.5078
211.17000000000002,74.1,278631.0339,2753059.2577
220.05,75.17,278639.6362,2753057.0545
232.86,74.26,278652.0455,2753053.8763
252.19,73.75,278670.7709,2753049.0804
281.82,73.44,278699.4741,2753041.729
296.05,76.88,278713.259,2753038.1985
300.66,81.21,278717.7248,2753037.0547
302.74,83.22,278719.7397,2753036.5387
302.85,81.7,278719.8463,2753036.5114
305.16,95.25,278722.084,2753035.9383
315.67,95.26,278732.2653,2753033.3307
318.51,95.09,278735.0165,2753032.6261
325.53000000000003,95.28,278741.8169,2753030.8844
325.71,95.42,278741.9913,2753030.8397
326.39,95.9,278742.65,2753030.671
