new_x,elevation,ex_data,ny_data
0.0,11.34,299144.999,2771101.655
0.060000000000002274,11.31,299144.9971,2771101.595
0.09000000000000341,11.14,299144.9961,2771101.565
6.010000000000005,10.88,299144.8057,2771095.6481
23.200000000000003,2.59,299144.2528,2771078.467
28.230000000000004,2.48,299144.091,2771073.4396
29.190000000000012,2.31,299144.0601,2771072.4801
29.83,2.31,299144.0395,2771071.8405
30.219999999999985,2.46,299144.027,2771071.4507
31.11,2.49,299143.9984,2771070.5611
31.239999999999995,2.55,299143.9942,2771070.4312
35.67999999999999,2.5,299143.8514,2771065.9935
39.89999999999999,2.43,299143.7156,2771061.7757
46.58999999999999,2.81,299143.5005,2771055.0892
53.269999999999996,2.97,299143.2856,2771048.4126
56.2,3.07,299143.1914,2771045.4842
59.269999999999996,3.1,299143.0926,2771042.4157
61.05,3.05,299143.0354,2771040.6367
70.55999999999999,2.93,299142.7295,2771031.1316
77.32000000000001,3.0,299142.5121,2771024.3751
89.46999999999998,2.76,299142.1213,2771012.2314
102.17,2.89,299141.7128,2770999.538
109.21999999999998,2.71,299141.486,2770992.4917
118.45,2.91,299141.1891,2770983.2664
126.41000000000001,3.03,299140.9331,2770975.3106
134.04000000000002,2.91,299140.6877,2770967.6845
142.43,2.6,299140.4178,2770959.2989
145.05,2.16,299140.3336,2770956.6802
150.01999999999998,1.89,299140.1737,2770951.7128
161.88,1.66,299139.7922,2770939.859
169.14999999999998,1.46,299139.5584,2770932.5927
171.40999999999997,1.72,299139.4857,2770930.3339
174.45999999999998,1.63,299139.3876,2770927.2855
176.96999999999997,0.16,299139.3069,2770924.7768
179.55,0.53,299139.2239,2770922.1981
184.70999999999998,0.29,299139.0579,2770917.0408
186.08999999999997,0.26,299139.0135,2770915.6615
187.78999999999996,0.51,299138.9589,2770913.9624
195.07999999999998,0.36,299138.7244,2770906.6762
195.65999999999997,0.56,299138.7057,2770906.0965
196.91999999999996,1.06,299138.6652,2770904.8372
197.88,2.93,299138.6343,2770903.8776
199.51999999999998,2.89,299138.5816,2770902.2385
202.72999999999996,2.75,299138.4783,2770899.0302
205.47999999999996,1.43,299138.3899,2770896.2816
205.66999999999996,-0.17,299138.3838,2770896.0917
210.01,0.33,299138.2442,2770891.7539
212.66999999999996,0.03,299138.1586,2770889.0953
214.96999999999997,-0.25,299138.0846,2770886.7965
216.38,-0.5,299138.0393,2770885.3872
227.38,-0.42,299137.6855,2770874.393
239.12,-0.1,299137.3079,2770862.659
252.14,-0.32,299136.8891,2770849.6458
263.91999999999996,-0.72,299136.5102,2770837.8719
275.41999999999996,-1.0,299136.1403,2770826.3779
288.97999999999996,-1.17,299135.7042,2770812.8249
300.45,-1.17,299135.3352,2770801.3609
313.16999999999996,-1.92,299134.9261,2770788.6475
325.16999999999996,-1.73,299134.5401,2770776.6537
335.94,-1.77,299134.1937,2770765.8893
346.7,-2.11,299133.8476,2770755.1348
359.21,-1.9,299133.4453,2770742.6313
368.16999999999996,-1.81,299133.1571,2770733.676
380.2,-1.74,299132.7701,2770721.6522
391.93,-1.84,299132.3928,2770709.9283
403.21999999999997,-2.05,299132.0297,2770698.6442
414.61999999999995,-2.18,299131.663,2770687.2501
423.37999999999994,-2.39,299131.3813,2770678.4946
434.28000000000003,-2.55,299131.0307,2770667.6003
445.99999999999994,-3.04,299130.6537,2770655.8864
454.12999999999994,-2.43,299130.3922,2770647.7606
467.36999999999995,-2.67,299129.9664,2770634.5274
481.03000000000003,-3.41,299129.527,2770620.8745
493.71999999999997,-3.55,299129.1188,2770608.1911
508.46999999999997,-4.35,299128.6444,2770593.4488
523.19,-4.68,299128.1709,2770578.7364
537.51,-4.86,299127.7104,2770564.4238
563.4300000000001,-5.44,299126.8767,2770538.5173
579.3000000000001,-5.37,299126.3662,2770522.6555
593.99,-5.4,299125.8937,2770507.9731
608.97,-4.97,299125.4119,2770493.0009
622.48,-4.35,299124.9773,2770479.4979
634.99,-3.22,299124.575,2770466.9944
648.5,-2.69,299124.1404,2770453.4914
662.7800000000001,-2.47,299123.6811,2770439.2188
679.19,-1.44,299123.1533,2770422.8173
693.13,-0.93,299122.7049,2770408.8846
708.14,-0.74,299122.2222,2770393.8823
722.1600000000001,-0.22,299121.7712,2770379.8696
731.1600000000001,-0.06,299121.4817,2770370.8743
733.76,-0.1,299121.3981,2770368.2756
735.63,0.09,299121.338,2770366.4066
741.5200000000001,0.21,299121.1485,2770360.5197
747.49,0.32,299120.9565,2770354.5528
753.0500000000001,0.38,299120.7777,2770348.9956
758.2,0.78,299120.612,2770343.8483
764.82,0.8,299120.3991,2770337.2317
767.26,1.33,299120.3206,2770334.793
771.23,1.44,299120.1929,2770330.8251
774.89,1.91,299120.0752,2770327.167
780.58,1.78,299119.8922,2770321.4799
785.6,1.73,299119.7307,2770316.4625
789.2700000000001,2.55,299119.6127,2770312.7944
801.37,2.23,299119.2235,2770300.7007
812.8100000000001,2.02,299118.8555,2770289.2666
820.2900000000001,2.05,299118.6149,2770281.7905
826.7700000000001,2.15,299118.4065,2770275.3139
832.01,1.86,299118.238,2770270.0766
838.38,1.67,299118.0331,2770263.7099
844.45,1.99,299117.8378,2770257.6431
847.64,2.29,299117.7352,2770254.4547
860.1500000000001,2.39,299117.3329,2770241.9512
867.4300000000001,2.35,299117.0987,2770234.675
880.39,2.68,299116.6818,2770221.7217
884.73,2.99,299116.5423,2770217.3839
897.08,2.37,299116.145,2770205.0404
903.0600000000001,2.43,299115.9527,2770199.0635
905.33,1.82,299115.8797,2770196.7946
908.1800000000001,1.43,299115.788,2770193.9461
916.4,0.32,299115.5236,2770185.7304
922.3100000000001,0.5,299115.3335,2770179.8234
932.35,1.36,299115.0106,2770169.7886
941.2600000000001,1.64,299114.724,2770160.8833
959.33,2.36,299114.1428,2770142.8226
969.0000000000001,2.39,299113.8318,2770133.1577
978.2500000000001,2.32,299113.5342,2770123.9125
