new_x,elevation,ex_data,ny_data
0.0,6.17,294032.98,2766421.17
2.3299999999999983,4.3,294035.2989,2766420.9425
7.349999999999994,1.89,294040.2949,2766420.4524
8.430000000000007,1.35,294041.3697,2766420.347
13.209999999999994,0.84,294046.1269,2766419.8803
16.409999999999997,0.84,294049.3116,2766419.5679
16.909999999999997,0.69,294049.8092,2766419.5191
17.42,0.68,294050.3168,2766419.4693
17.92,-1.58,294050.8144,2766419.4205
18.430000000000007,-1.51,294051.3219,2766419.3707
18.930000000000007,-1.26,294051.8195,2766419.3219
20.239999999999995,-1.16,294053.1233,2766419.194
20.260000000000005,-0.86,294053.1432,2766419.192
20.290000000000006,-0.64,294053.173,2766419.1891
23.450000000000003,-0.37,294056.3179,2766418.8806
23.769999999999996,2.34,294056.6364,2766418.8493
30.129999999999995,2.26,294062.966,2766418.2284
38.480000000000004,2.25,294071.2761,2766417.4132
44.67,1.89,294077.4365,2766416.8088
45.09,-2.35,294077.8545,2766416.7678
47.379999999999995,-2.64,294080.1336,2766416.5443
50.31,-2.71,294083.0496,2766416.2582
52.459999999999994,-2.23,294085.1893,2766416.0483
55.0,-0.82,294087.7172,2766415.8003
55.81999999999999,2.07,294088.5332,2766415.7203
61.040000000000006,2.06,294093.7283,2766415.2106
68.81,1.86,294101.4612,2766414.4521
76.24000000000001,1.94,294108.8557,2766413.7267
76.44999999999999,-0.85,294109.0647,2766413.7062
79.52000000000001,-1.37,294112.12,2766413.4064
83.00999999999999,-1.18,294115.5933,2766413.0657
85.09,-2.07,294117.6634,2766412.8626
87.44,-2.13,294120.0021,2766412.6332
88.07,1.97,294120.6291,2766412.5717
95.74000000000001,2.04,294128.2625,2766411.8229
103.69,2.06,294136.1745,2766411.0467
109.62,2.06,294142.0761,2766410.4678
109.69999999999999,-1.35,294142.1558,2766410.4599
111.49000000000001,-1.54,294143.9372,2766410.2852
112.16999999999999,-1.55,294144.614,2766410.2188
115.72,-1.05,294148.147,2766409.8722
120.52000000000001,2.07,294152.9241,2766409.4036
128.83,2.27,294161.1943,2766408.5923
136.91,1.68,294169.2357,2766407.8034
137.32,0.61,294169.6438,2766407.7634
138.46,-1.4,294170.7783,2766407.6521
139.6,-1.33,294171.9129,2766407.5408
140.84,-0.38,294173.147,2766407.4197
142.08,-0.33,294174.381,2766407.2987
143.32,-0.33,294175.6151,2766407.1776
145.1,-0.42,294177.3866,2766407.0038
146.69,0.1,294178.969,2766406.8486
148.27,0.0,294180.5414,2766406.6943
149.86,-1.06,294182.1239,2766406.5391
151.45,-2.34,294183.7063,2766406.3839
152.36,-0.95,294184.6119,2766406.295
154.57,-0.52,294186.8113,2766406.0793
156.44,-0.08,294188.6724,2766405.8967
156.98,1.71,294189.2098,2766405.844
157.28,1.87,294189.5084,2766405.8147
163.58,1.88,294195.7783,2766405.1996
168.71,1.96,294200.8838,2766404.6988
173.83,2.03,294205.9793,2766404.1989
173.84,-0.91,294205.9893,2766404.1979
175.61,-1.54,294207.7508,2766404.0251
177.62,-1.8,294209.7512,2766403.8289
178.47,-1.7,294210.5971,2766403.7459
179.61,-1.52,294211.7317,2766403.6346
181.11,-1.37,294213.2245,2766403.4882
182.57,-1.25,294214.6775,2766403.3456
184.31,-0.7,294216.4092,2766403.1757
184.48,1.7,294216.5784,2766403.1591
184.61,2.09,294216.7078,2766403.1464
186.86,2.25,294218.947,2766402.9268
191.64999999999998,2.2,294223.7141,2766402.4591
196.99,2.04,294229.0286,2766401.9378
201.66000000000003,2.04,294233.6763,2766401.4819
205.31,2.26,294237.3089,2766401.1255
205.32999999999998,1.69,294237.3288,2766401.1235
205.41000000000003,-0.55,294237.4084,2766401.1157
206.51999999999998,-0.58,294238.5131,2766401.0074
208.0,-0.75,294239.986,2766400.8629
208.87,-0.58,294240.8519,2766400.7779
213.32999999999998,-0.62,294245.2905,2766400.3425
213.35000000000002,-0.53,294245.3104,2766400.3406
213.43,-0.63,294245.3901,2766400.3327
214.88,-0.57,294246.8331,2766400.1912
216.14999999999998,-0.63,294248.0971,2766400.0672
216.26999999999998,-0.52,294248.2165,2766400.0555
216.29000000000002,1.63,294248.2364,2766400.0535
216.32,2.03,294248.2663,2766400.0506
223.51999999999998,2.03,294255.4318,2766399.3476
232.56,2.03,294264.4286,2766398.4651
237.32,2.07,294269.1659,2766398.0003
239.45,2.51,294271.2857,2766397.7924
243.32,2.6,294275.1372,2766397.4146
245.45999999999998,-0.04,294277.267,2766397.2056
266.46,1.23,294298.1666,2766395.1554
267.55,2.17,294299.2514,2766395.049
280.62,2.18,294312.259,2766393.773
280.85,2.51,294312.4879,2766393.7505
291.11,2.24,294322.6988,2766392.7488
301.46,2.31,294332.9994,2766391.7383
301.71,1.29,294333.2482,2766391.7139
307.19,1.22,294338.702,2766391.1789
311.93,4.64,294343.4194,2766390.7161
315.18,4.64,294346.6538,2766390.3988
320.22,7.95,294351.6697,2766389.9068
321.75,7.14,294353.1924,2766389.7574
323.84,7.36,294355.2724,2766389.5534
326.9,7.18,294358.3178,2766389.2546
328.61,6.34,294360.0196,2766389.0877
333.56,6.57,294364.946,2766388.6044
334.75,5.61,294366.1303,2766388.4882
335.56,5.72,294366.9364,2766388.4091
336.11,6.42,294367.4838,2766388.3554
355.16,6.26,294386.4428,2766386.4956
376.14,7.25,294407.3225,2766384.4473
387.42,7.26,294418.5486,2766383.346
405.77,7.79,294436.8109,2766381.5545
419.91,8.19,294450.8833,2766380.174
425.47,8.25,294456.4168,2766379.6312
430.4,8.32,294461.3232,2766379.1499
439.14,8.46,294470.0214,2766378.2966
452.53,8.61,294483.3475,2766376.9893
468.65999999999997,8.74,294499.4004,2766375.4145
483.52,8.95,294514.1894,2766373.9637
483.94000000000005,9.05,294514.6074,2766373.9227
485.12,9.05,294515.7817,2766373.8075
494.78,9.08,294525.3955,2766372.8644
498.80999999999995,9.1,294529.4063,2766372.471
499.02,9.19,294529.6153,2766372.4505
504.73,9.18,294535.2985,2766371.893
