new_x,elevation,ex_data,ny_data
0.0,6.56,300547.374,2772236.103
0.68,6.26,300547.9021,2772235.6746
6.92,3.22,300552.7482,2772231.7436
15.29,3.19,300559.2486,2772226.4707
15.34,2.96,300559.2874,2772226.4392
18.87,2.95,300562.0289,2772224.2154
22.17,2.04,300564.5918,2772222.1365
22.84,1.15,300565.1121,2772221.7144
27.97,0.3,300569.0962,2772218.4827
32.39,-0.29,300572.5289,2772215.6982
35.97,-0.79,300575.3092,2772213.4429
40.72,-0.96,300578.9981,2772210.4505
42.71,-2.04,300580.5436,2772209.1969
43.76,-1.62,300581.3591,2772208.5354
47.07,-2.22,300583.9297,2772206.4502
47.94,-3.63,300584.6054,2772205.9021
53.63,-3.52,300589.0244,2772202.3176
60.02,-3.43,300593.987,2772198.292
66.24,-3.41,300598.8176,2772194.3736
72.83,-3.46,300603.9356,2772190.2221
79.79,-3.38,300609.3409,2772185.8375
86.94,-3.35,300614.8937,2772181.3332
94.32,-3.37,300620.6252,2772176.684
99.39,-3.45,300624.5627,2772173.49
106.91,-3.44,300630.4029,2772168.7526
111.95,-3.38,300634.3171,2772165.5775
119.32,-3.22,300640.0408,2772160.9346
124.32,-3.16,300643.9239,2772157.7848
129.37,-3.23,300647.8459,2772154.6034
134.43,-3.16,300651.7756,2772151.4158
139.44,-2.95,300655.6665,2772148.2596
144.63,-2.96,300659.6972,2772144.99
149.8,-2.84,300663.7123,2772141.7331
154.97,-2.78,300667.7275,2772138.4761
160.09,-2.73,300671.7038,2772135.2507
165.27,-2.67,300675.7267,2772131.9874
170.51,-2.66,300679.7962,2772128.6863
174.75,-2.55,300683.0891,2772126.0152
179.81,-2.63,300687.0188,2772122.8276
184.52,-2.6,300690.6767,2772119.8604
189.55,-2.5,300694.5832,2772116.6917
194.82,-2.41,300698.676,2772113.3717
199.47,-2.47,300702.2873,2772110.4423
205.24,-2.37,300706.7684,2772106.8074
210.56,-2.33,300710.9,2772103.4559
216.86,-2.19,300715.7928,2772099.4871
222.23,-2.06,300719.9632,2772096.1041
227.93,-1.71,300724.39,2772092.5133
233.26,-1.69,300728.5294,2772089.1555
238.81,-1.48,300732.8397,2772085.6592
244.11,-1.3,300736.9558,2772082.3203
249.81,-1.17,300741.3825,2772078.7295
255.19,-0.94,300745.5608,2772075.3402
260.36,-0.69,300749.5759,2772072.0833
267.79,-0.43,300755.3462,2772067.4026
274.75,-0.31,300760.7516,2772063.018
279.75,-0.29,300764.6347,2772059.8681
284.94,-0.58,300768.6654,2772056.5985
289.7,-1.1,300772.3621,2772053.5999
295.01,-1.8,300776.486,2772050.2547
300.24,-2.12,300780.5477,2772046.96
305.4,-2.26,300784.5551,2772043.7093
310.78,-2.31,300788.7333,2772040.32
316.01,-2.45,300792.7951,2772037.0253
321.28,-2.48,300796.8879,2772033.7053
326.44,-2.46,300800.8953,2772030.4547
330.86,-2.61,300804.3279,2772027.6702
335.94,-2.6,300808.2732,2772024.4699
341.02,-2.62,300812.2185,2772021.2697
346.06,-2.97,300816.1326,2772018.0946
353.44,-2.79,300821.8641,2772013.4454
359.18,-2.74,300826.322,2772009.8294
364.49,-2.81,300830.4458,2772006.4842
369.51,-2.79,300834.3445,2772003.3217
374.79,-2.82,300838.4451,2771999.9955
379.92,-2.78,300842.4291,2771996.7637
385.09,-2.82,300846.4443,2771993.5068
390.57,-2.77,300850.7002,2771990.0545
397.98,-2.57,300856.455,2771985.3864
403.08,-2.63,300860.4158,2771982.1736
408.09,-2.68,300864.3066,2771979.0174
415.5,-2.72,300870.0614,2771974.3493
422.73,-2.69,300875.6764,2771969.7946
429.73,-2.55,300881.1128,2771965.3848
436.19,-2.47,300886.1298,2771961.3152
442.7,-2.38,300891.1856,2771957.214
449.7,-2.29,300896.622,2771952.8042
456.78,-2.06,300902.1205,2771948.344
463.98,-1.88,300907.7122,2771943.8082
471.22,-1.59,300913.3349,2771939.2472
478.59,-1.45,300919.0587,2771934.6043
485.98,-1.34,300924.7979,2771929.9488
493.37,-1.33,300930.5372,2771925.2933
500.21,-1.26,300935.8493,2771920.9843
507.6,-1.19,300941.5885,2771916.3288
514.59,-1.36,300947.0171,2771911.9253
521.62,-1.44,300952.4768,2771907.4966
528.66,-1.52,300957.9443,2771903.0616
535.29,-1.52,300963.0933,2771898.8848
541.43,-1.73,300967.8617,2771895.0168
548.12,-1.88,300973.0574,2771890.8023
553.9,-2.01,300977.5463,2771887.1611
559.78,-1.9,300982.1128,2771883.4568
566.56,-2.08,300987.3783,2771879.1856
573.45,-2.05,300992.7293,2771874.8451
580.64,-2.19,300998.3132,2771870.3156
585.96,-2.15,301002.4448,2771866.9641
592.61,-2.28,301007.6094,2771862.7748
597.68,-2.19,301011.5469,2771859.5808
604.4,-2.06,301016.7658,2771855.3474
611.62,-2.2,301022.373,2771850.799
619.76,-2.23,301028.6947,2771845.671
629.98,-2.23,301036.6318,2771839.2327
638.79,-2.08,301043.4739,2771833.6827
644.14,-0.84,301047.6288,2771830.3123
647.87,-0.24,301050.5256,2771827.9625
650.44,-0.47,301052.5216,2771826.3435
650.57,0.11,301052.6225,2771826.2616
652.87,0.37,301054.4088,2771824.8126
656.67,1.21,301057.3599,2771822.4187
658.33,2.62,301058.6491,2771821.373
659.41,2.62,301059.4879,2771820.6926
659.43,3.13,301059.5034,2771820.68
659.77,3.13,301059.7675,2771820.4658
659.81,2.88,301059.7985,2771820.4406
659.85,3.13,301059.8296,2771820.4154
659.87,2.9,301059.8451,2771820.4028
660.11,3.14,301060.0315,2771820.2516
660.17,2.65,301060.0781,2771820.2138
662.35,2.63,301061.7712,2771818.8405
662.4,2.75,301061.81,2771818.809
