new_x,elevation,ex_data,ny_data
0.0,9.99,300637.879,2774499.826
0.04,9.86,300637.9188,2774499.8296
0.5900000000000001,9.86,300638.4666,2774499.8787
4.58,3.55,300642.4407,2774500.2348
4.61,3.1,300642.4706,2774500.2374
10.739999999999998,3.6,300648.5761,2774500.7845
12.36,3.26,300650.1896,2774500.9291
28.32,3.53,300666.0858,2774502.3535
47.13,3.24,300684.8206,2774504.0323
66.86,3.1,300704.4717,2774505.7932
69.52000000000001,3.36,300707.1211,2774506.0306
74.96000000000001,3.32,300712.5393,2774506.5161
77.19000000000001,3.78,300714.7604,2774506.7151
80.49000000000001,3.73,300718.0472,2774507.0096
82.16000000000001,3.38,300719.7105,2774507.1587
107.5,3.33,300744.9492,2774509.4203
110.88000000000001,2.88,300748.3157,2774509.7219
142.7,2.5,300780.0085,2774512.5618
143.76,1.59,300781.0643,2774512.6564
146.26999999999998,1.33,300783.5643,2774512.8804
148.73,0.69,300786.0144,2774513.1
156.7,0.6,300793.9526,2774513.8113
159.04,-0.2,300796.2832,2774514.0201
161.04,-0.3,300798.2752,2774514.1986
162.6,-0.8,300799.829,2774514.3379
164.76,-1.29,300801.9803,2774514.5306
166.87,-1.74,300804.0819,2774514.719
167.87,-2.93,300805.0779,2774514.8082
171.64,-4.05,300808.8328,2774515.1447
177.64,-4.36,300814.8088,2774515.6802
180.64,-4.28,300817.7969,2774515.9479
188.64,-3.84,300825.7649,2774516.6619
192.5,-4.17,300829.6094,2774517.0064
195.5,-5.36,300832.5974,2774517.2742
200.5,-5.55,300837.5775,2774517.7204
203.5,-5.78,300840.5655,2774517.9881
208.5,-6.94,300845.5455,2774518.4344
212.5,-7.16,300849.5295,2774518.7914
216.12,-6.7,300853.135,2774519.1145
222.12,-7.75,300859.111,2774519.65
225.12,-6.78,300862.099,2774519.9177
227.12,-7.58,300864.091,2774520.0962
230.12,-7.31,300867.079,2774520.364
235.12,-6.63,300872.0591,2774520.8102
243.12,-8.21,300880.0271,2774521.5242
245.29999999999998,-8.72,300882.1984,2774521.7188
254.29999999999998,-8.5,300891.1624,2774522.522
258.3,-9.18,300895.1464,2774522.879
266.3,-7.51,300903.1144,2774523.593
273.3,-6.61,300910.0864,2774524.2177
279.97,-6.68,300916.7298,2774524.813
283.97,-7.2,300920.7138,2774525.17
285.97,-7.78,300922.7058,2774525.3485
288.97,-7.8,300925.6938,2774525.6163
292.97,-8.56,300929.6778,2774525.9732
295.97,-7.66,300932.6658,2774526.241
299.61,-8.31,300936.2912,2774526.5659
303.61,-8.06,300940.2753,2774526.9229
311.61,-6.94,300948.2433,2774527.6368
320.61,-7.51,300957.2073,2774528.4401
324.61,-7.02,300961.1913,2774528.7971
327.3,-7.39,300963.8705,2774529.0372
330.3,-8.16,300966.8586,2774529.3049
333.3,-7.89,300969.8466,2774529.5727
336.3,-7.86,300972.8346,2774529.8404
342.3,-7.74,300978.8106,2774530.3759
345.3,-7.77,300981.7986,2774530.6436
351.36,-7.8,300987.8344,2774531.1845
354.36,-7.69,300990.8224,2774531.4522
361.36,-8.81,300997.7944,2774532.077
364.36,-8.27,301000.7824,2774532.3447
367.36,-8.78,301003.7704,2774532.6125
371.74,-9.14,301008.1329,2774533.0034
373.74,-8.68,301010.1249,2774533.1819
376.74,-9.13,301013.1129,2774533.4496
379.74,-8.7,301016.1009,2774533.7174
383.74,-8.92,301020.0849,2774534.0744
386.74,-8.68,301023.0729,2774534.3421
389.74,-9.39,301026.0609,2774534.6099
393.74,-9.0,301030.0449,2774534.9669
396.73,-8.35,301033.023,2774535.2337
401.73,-7.69,301038.003,2774535.68
409.73,-10.54,301045.971,2774536.3939
417.73,-9.31,301053.939,2774537.1079
423.73,-9.6,301059.915,2774537.6434
429.74,-9.48,301065.901,2774538.1798
433.74,-9.13,301069.885,2774538.5368
439.74,-7.43,301075.861,2774539.0723
442.74,-7.41,301078.8491,2774539.3401
445.74,-8.02,301081.8371,2774539.6078
449.74,-8.05,301085.8211,2774539.9648
455.87,-8.06,301091.9266,2774540.5119
459.87,-8.35,301095.9106,2774540.8689
465.87,-7.7,301101.8866,2774541.4044
468.87,-7.94,301104.8746,2774541.6721
472.87,-7.31,301108.8586,2774542.0291
474.87,-7.11,301110.8506,2774542.2076
478.37,-6.21,301114.3366,2774542.52
489.37,-6.58,301125.2926,2774543.5017
494.37,-6.68,301130.2726,2774543.948
499.37,-6.97,301135.2527,2774544.3942
502.49,-7.11,301138.3602,2774544.6727
508.49,-5.38,301144.3362,2774545.2082
512.49,-5.43,301148.3202,2774545.5652
518.49,-4.02,301154.2962,2774546.1007
523.49,-3.03,301159.2762,2774546.5469
531.49,-3.89,301167.2443,2774547.2609
534.05,-3.14,301169.794,2774547.4894
537.05,-3.12,301172.782,2774547.7571
540.05,-2.78,301175.77,2774548.0249
544.05,-3.58,301179.754,2774548.3819
547.05,-3.27,301182.742,2774548.6496
550.05,-3.51,301185.7301,2774548.9174
555.93,-2.48,301191.5865,2774549.4421
556.0999999999999,-2.62,301191.7559,2774549.4573
556.6999999999999,-2.42,301192.3535,2774549.5109
557.6999999999999,-2.43,301193.3495,2774549.6001
558.6999999999999,-2.42,301194.3455,2774549.6894
559.62,-2.02,301195.2618,2774549.7715
561.62,-1.56,301197.2538,2774549.95
562.62,-1.26,301198.2498,2774550.0392
572.88,1.59,301208.4688,2774550.9549
578.0799999999999,2.81,301213.648,2774551.419
