new_x,elevation,ex_data,ny_data
0.0,10.88,300012.282,2771756.672
0.56,10.58,300012.6982,2771756.2974
8.09,7.28,300018.295,2771751.2598
13.9,4.21,300022.6134,2771747.373
14.26,4.19,300022.8809,2771747.1322
14.28,4.66,300022.8958,2771747.1188
14.56,4.68,300023.1039,2771746.9315
14.67,3.91,300023.1857,2771746.8579
16.12,3.77,300024.2634,2771745.8878
20.880000000000003,3.81,300027.8013,2771742.7034
24.130000000000003,3.65,300030.217,2771740.5292
24.880000000000003,3.37,300030.7744,2771740.0274
25.680000000000003,3.43,300031.369,2771739.4922
26.130000000000003,3.69,300031.7035,2771739.1912
27.400000000000002,3.74,300032.6474,2771738.3416
33.8,3.79,300037.4043,2771734.06
40.21,3.83,300042.1686,2771729.7718
46.61,3.57,300046.9255,2771725.4902
48.089999999999996,3.41,300048.0256,2771724.5001
57.35,3.32,300054.9082,2771718.3052
57.6,3.35,300055.094,2771718.138
62.57,3.46,300058.788,2771714.8131
62.879999999999995,3.14,300059.0184,2771714.6057
63.239999999999995,3.19,300059.286,2771714.3648
63.9,3.47,300059.7765,2771713.9233
68.47,3.41,300063.1733,2771710.866
71.77000000000001,3.46,300065.626,2771708.6583
75.02000000000001,2.96,300068.0416,2771706.4841
79.58,2.54,300071.4309,2771703.4335
80.35000000000001,0.14,300072.0032,2771702.9184
82.53,0.06,300073.6236,2771701.46
87.2,-0.76,300077.0946,2771698.3358
92.77000000000001,-1.62,300081.2346,2771694.6095
96.4,-2.78,300083.9326,2771692.181
100.44000000000001,-2.78,300086.9354,2771689.4783
106.54,-2.86,300091.4693,2771685.3974
112.62,-2.62,300095.9884,2771681.3299
118.76,-2.3,300100.552,2771677.2223
124.88000000000001,-2.15,300105.1008,2771673.1281
131.0,-2.21,300109.6495,2771669.0338
137.17,-2.08,300114.2355,2771664.9062
143.35999999999999,-2.07,300118.8363,2771660.7651
149.45,-2.06,300123.3628,2771656.6909
155.57,-2.16,300127.9115,2771652.5967
161.70999999999998,-2.31,300132.4752,2771648.489
167.98,-2.2,300137.1354,2771644.2945
174.16,-2.44,300141.7288,2771640.1601
180.32999999999998,-2.65,300146.3147,2771636.0324
186.44,-2.76,300150.8561,2771631.9448
192.6,-2.76,300155.4346,2771627.8238
198.63,-2.76,300159.9165,2771623.7898
204.69,-2.75,300164.4206,2771619.7357
210.64999999999998,-2.75,300168.8505,2771615.7485
216.64,-2.32,300173.3026,2771611.7412
222.6,-2.18,300177.7325,2771607.754
228.34,-1.98,300181.9988,2771603.914
234.42999999999998,-1.7,300186.5253,2771599.8398
240.62,-1.81,300191.1261,2771595.6988
246.7,-1.68,300195.6452,2771591.6313
252.73999999999998,-1.7,300200.1345,2771587.5906
258.83,-2.35,300204.6609,2771583.5164
264.96,-2.56,300209.2171,2771579.4155
271.11,-2.55,300213.7882,2771575.3012
277.23,-2.36,300218.337,2771571.2069
283.27,-2.07,300222.8263,2771567.1662
289.25,-2.11,300227.271,2771563.1656
295.27,-1.73,300231.7455,2771559.1383
301.12,-1.77,300236.0936,2771555.2247
306.90999999999997,-1.77,300240.3971,2771551.3512
313.06,-1.91,300244.9681,2771547.2369
319.17,-1.69,300249.5095,2771543.1493
325.27,-1.7,300254.0434,2771539.0685
331.37,-1.73,300258.5773,2771534.9876
337.45,-1.73,300263.0963,2771530.9201
344.67,-1.99,300268.4627,2771526.09
350.48,-2.12,300272.7811,2771522.2031
356.63,-2.12,300277.3521,2771518.0888
363.28,-2.46,300282.2948,2771513.64
369.82,-2.65,300287.1558,2771509.2648
376.44,-2.86,300292.0762,2771504.8361
383.65999999999997,-2.89,300297.4425,2771500.0059
391.28,-2.83,300303.1062,2771494.9082
398.96999999999997,-2.92,300308.8219,2771489.7636
406.39,-3.04,300314.3369,2771484.7997
413.23,-3.3,300319.4209,2771480.2238
419.59999999999997,-3.2,300324.1554,2771475.9623
425.94,-3.24,300328.8677,2771471.7209
431.94,-3.19,300333.3273,2771467.7069
437.17,-3.45,300337.2146,2771464.2081
443.57,-3.54,300341.9715,2771459.9265
449.74,-3.43,300346.5574,2771455.7988
455.83,-3.32,300351.0839,2771451.7247
461.93,-3.33,300355.6178,2771447.6438
468.09,-3.34,300360.1963,2771443.5228
474.15999999999997,-3.51,300364.7079,2771439.462
480.17,-3.57,300369.1749,2771435.4414
486.21999999999997,-3.42,300373.6717,2771431.3939
492.39,-3.72,300378.2576,2771427.2663
498.48,-3.66,300382.7841,2771423.1921
504.68,-3.68,300387.3923,2771419.0443
510.74,-3.67,300391.8965,2771414.9902
516.8,-2.0,300396.4007,2771410.9361
520.72,-0.83,300399.3143,2771408.3137
