x,y
-5.0,94.9
0.0,94.9
2.59,88.64
12.59,88.64
21.16,86.66
29.92,86.74
58.07,86.94
68.08,87.15
72.51,87.7
79.0,88.62
81.48,88.91
82.92,88.83
84.5,86.99
87.21,85.85
92.6,85.91
100.96,85.84
108.94,83.76
112.51,84.19
113.27,83.78
140.23,83.73
147.5,83.75
151.5,85.62
168.3,86.43
171.45,86.19
178.69,82.09
200.72,82.67
224.03,80.35
229.6,79.43
232.6,79.5
234.86,80.6
258.45,80.34
295.6,80.91
302.63,80.98
303.2,80.7
303.93,81.48
304.69,83.13
305.3,83.48
305.61,93.66
306.04,95.1
307.14,95.18
312.14,95.18
