x,y
-14.63,10.67
-13.9,6.58
-10.22,6.56
-7.58,6.47
0.0,6.35
0.43,6.35
6.8,3.21
10.01,3.17
15.27,3.31
15.28,3.1
17.76,3.09
19.0,3.09
19.01,2.84
25.82,1.96
28.14,0.77
33.14,0.17
38.38,-1.48
45.14,-3.18
48.89,-5.11
54.52,-6.2
60.43,-5.92
64.87,-5.95
69.49,-5.6
74.18,-5.53
78.9,-5.36
83.61,-5.06
88.35,-4.96
95.58,-4.55
100.44,-4.33
105.44,-4.01
110.44,-3.76
115.18,-3.61
119.94,-3.64
124.39,-3.52
128.83,-3.41
133.13,-3.12
139.66,-3.01
144.22,-2.73
148.83,-2.41
153.54,-2.21
158.44,-1.96
163.18,-1.75
167.85,-1.85
172.52,-1.64
177.52,-1.55
182.61,-1.63
187.49,-1.47
192.36,-1.28
197.5,-0.01
202.5,-0.93
207.31,-0.8
212.24,-0.69
217.24,-0.63
222.2,-0.49
227.09,-0.68
232.02,-0.82
236.94,-0.74
244.06,-0.27
248.95,0.01
253.98,-0.2
258.81,-0.35
263.53,-0.56
268.46,-0.49
273.49,-0.53
278.44,-0.36
283.38,-0.44
288.22,-0.34
293.34,-0.54
295.75,-0.34
302.48,-0.47
306.75,-0.31
312.41,-0.1
316.79,0.09
320.87,0.3
326.33,-0.02
330.57,-1.36
336.23,-2.15
341.52,-2.34
346.46,-2.32
351.52,-2.38
357.19,-2.47
361.11,-2.48
366.93,-2.64
370.87,-2.62
376.89,-2.74
380.61,-2.84
386.54,-2.93
390.58,-2.86
396.72,-2.97
401.1,-3.01
405.79,-3.2
410.5,-3.2
415.19,-3.44
419.93,-3.44
424.76,-3.51
429.42,-3.18
433.99,-3.2
438.56,-3.01
442.95,-2.79
449.35,-2.69
454.52,-2.47
459.34,-2.2
463.41,-2.25
467.72,-1.86
472.4,-1.67
477.39,-1.5
482.49,-1.48
487.72,-1.33
493.15,-0.9
498.51,-0.96
503.75,-1.09
508.95,-1.11
514.4,-1.38
516.95,-1.29
522.09,-1.42
527.23,-1.53
532.38,-1.51
537.48,-1.72
542.54,-1.42
547.71,-1.5
553.19,-1.52
558.58,-1.54
563.87,-1.78
569.31,-1.7
572.17,-2.0
577.64,-1.81
583.01,-1.81
588.33,-2.13
593.83,-2.19
596.48,-2.44
601.68,-2.45
606.89,-2.58
612.1,-2.69
617.29,-2.73
622.27,-2.65
627.23,-2.71
632.49,-2.99
637.67,-3.19
642.45,-3.15
647.46,-2.94
650.98,-2.94
657.01,-1.61
659.43,2.5
659.44,3.3
660.09,3.3
660.1,2.79
663.35,2.76
664.55,2.76
667.33,3.13
668.46,2.97
669.83,2.96
670.97,2.96
672.01,2.95
684.04,3.06
692.78,3.03
708.45,2.92
717.31,2.9
724.27,2.86
730.9,2.81
732.68,2.8
734.22,2.8
735.94,2.94
737.63,2.87
743.25,2.85
747.99,2.82
748.0,2.48
748.37,2.48
748.38,2.82
759.64,2.9
773.76,3.0
783.8,2.95
783.81,2.6
784.61,2.6
784.62,2.95
788.49,3.21
790.44,3.19
791.89,3.17
792.92,3.16
792.95,2.21
793.65,2.21
793.66,2.96
797.06,3.08
802.01,3.02
803.82,7.22
803.83,11.22
