x,y
-30.9,50.4
-26.67,50.46
-26.51,51.23
-26.08,51.24
-25.98,44.58
-22.69,44.34
-22.67,44.08
-18.14,43.82
-18.09,43.64
-16.5,43.52
-16.29,43.23
-8.49,43.45
-8.3,43.9
-7.55,44.0
-0.74,48.06
0.0,48.19
2.25,47.98
9.22,44.13
16.22,40.27
18.83,40.26
18.95,40.36
21.96,40.32
22.01,40.18
26.38,40.05
35.05,36.33
42.48,32.89
42.89,32.83
43.31,31.04
51.54,31.03
60.35,31.01
70.22,31.02
79.81,31.04
89.75,30.96
99.22,30.95
108.09,30.97
113.15,31.01
118.86,31.03
127.81,30.98
136.92,31.03
146.65,31.08
156.2,31.08
165.7,31.09
175.2,31.1
184.38,31.1
191.52,31.26
198.38,31.21
199.34,30.86
200.48,30.68
200.85,31.11
209.71,31.14
218.5,31.04
226.87,31.03
226.97,30.76
228.42,30.77
228.85,30.98
231.04,31.71
237.29,33.45
243.76,36.7
245.48,40.39
249.45,41.56
252.92,42.33
258.91,42.65
267.68,43.22
277.57,42.66
285.9,42.59
295.26,42.64
304.14,42.71
312.76,42.69
321.74,42.68
330.78,42.69
339.69,42.67
349.41,42.54
359.3,42.56
368.78,42.57
377.53,42.61
387.52,42.62
397.24,42.6
406.17,42.58
415.52,42.6
424.31,42.69
433.22,42.75
442.71,42.77
452.62,42.92
460.75,42.85
469.39,43.15
476.97,43.58
485.04,43.98
486.81,44.87
490.09,44.62
491.7,45.15
498.46,45.04
505.96,45.08
507.47,45.49
510.29,45.43
511.68,44.67
519.16,44.62
521.01,44.31
525.53,44.39
528.2,44.43
529.35,44.83
534.54,44.83
536.24,44.8
541.48,48.21
541.69,48.26
544.79,48.2
549.48,45.55
550.49,45.48
550.67,44.97
557.07,44.87
557.9,44.89
