x,y
-24.97,4.12
-19.83,4.12
-19.78,2.88
-19.21,2.88
-15.76,2.9
-15.67,3.22
-15.29,3.22
-15.26,10.67
-14.7,10.67
-14.66,6.62
-1.79,6.41
0.0,6.36
0.68,6.32
7.13,3.3
15.33,3.26
15.37,3.06
19.07,3.05
19.14,2.95
22.9,2.51
22.99,2.07
23.09,1.17
26.83,1.11
26.84,0.58
31.67,-0.22
35.61,-0.88
39.8,-0.91
43.02,-1.44
46.55,-2.42
52.18,-2.73
59.95,-2.92
70.03,-2.67
78.94,-2.93
87.58,-3.11
96.78,-3.45
104.31,-2.65
114.05,-2.93
122.22,-2.8
131.64,-2.61
140.62,-2.56
149.74,-2.73
158.53,-2.7
166.62,-2.49
176.08,-2.74
185.51,-2.58
193.64,-2.47
203.14,-1.94
211.43,-2.19
221.49,-1.91
230.56,-1.67
239.55,-1.38
248.27,-1.04
256.64,-0.71
265.82,-0.43
275.44,-0.21
284.87,-0.62
293.71,-1.48
302.87,-2.36
309.45,-2.46
317.61,-2.52
327.24,-2.58
335.67,-2.62
345.49,-2.84
353.64,-2.83
383.21,-2.86
392.64,-2.74
401.65,-2.7
411.02,-2.68
419.12,-2.56
427.32,-2.81
437.95,-2.09
447.87,-2.4
456.23,-1.97
463.73,-1.56
472.71,-1.61
481.84,-1.35
490.01,-0.96
499.73,-1.23
509.33,-0.98
518.17,-1.24
527.98,-1.61
536.75,-1.73
545.3,-1.93
554.31,-1.93
563.57,-2.22
571.98,-2.25
580.7,-2.18
589.43,-2.53
598.2,-2.44
607.06,-2.38
616.78,-2.41
635.02,-2.16
641.86,-1.68
645.66,-1.15
648.93,-0.2
649.89,-0.6
650.55,-0.43
650.59,0.07
653.64,0.33
656.96,1.59
657.12,2.6
659.35,2.72
659.36,3.18
659.71,3.18
659.78,2.92
660.01,2.93
660.11,2.71
661.08,2.78
662.33,2.66
662.47,2.67
662.89,2.65
667.72,3.0
672.31,2.99
690.4,3.14
697.01,2.88
699.7,2.88
723.1,2.92
726.59,2.9
730.05,2.82
734.86,2.82
738.42,2.81
739.29,2.82
759.38,2.88
781.75,3.04
792.0,3.04
795.07,3.04
795.18,2.93
795.93,2.92
801.92,3.06
803.24,7.53
803.25,11.01
803.88,11.01
803.94,3.94
808.52,3.93
814.1,3.87
822.63,3.84
822.65,5.52
823.02,5.52
823.04,4.92
823.37,4.94
823.41,4.11
824.03,4.11
824.19,3.82
833.67,3.52
834.67,3.52
834.72,3.7
836.26,3.7
