x,y
-118.8,4.24
-113.13,3.99
-111.01,3.89
-110.34,3.82
-101.93,4.09
-101.76,4.4
-101.58,4.4
-101.36,4.11
-90.49,3.82
-90.18,3.79
-89.89,3.94
-88.57,4.05
-88.32,4.28
-70.55,4.02
-60.05,4.02
-51.33,4.09
-51.27,3.47
-49.17,3.42
-49.07,3.29
-48.5,3.33
-41.95,3.47
-41.79,3.81
-29.93,3.83
-19.34,3.82
-19.22,3.46
-12.37,3.35
-12.04,3.31
-11.89,3.47
-11.64,3.47
-11.38,7.78
-10.96,7.79
-5.45,10.81
0.0,11.04
0.5,10.97
16.57,3.3
18.42,3.35
18.52,3.06
24.73,2.98
25.48,2.93
26.1,2.79
26.74,2.77
27.87,3.08
32.1,2.9
34.49,2.87
35.97,3.13
37.05,3.12
38.3,2.7
38.97,2.72
40.21,3.05
51.46,3.07
59.64,2.77
69.86,1.83
78.58,1.63
87.41,1.46
96.02,1.46
105.56,1.86
117.02,1.65
121.48,1.37
123.05,0.54
133.24,0.01
139.31,-0.19
148.32,-0.5
157.23,-0.52
165.93,-0.51
173.79,-0.33
181.64,-0.46
190.7,-0.61
199.83,-0.85
208.71,-1.12
217.29,-1.27
225.2,-1.28
233.17,-1.45
242.22,-1.84
251.21,-2.13
259.89,-2.31
268.99,-2.67
278.17,-2.62
287.26,-3.21
296.48,-3.4
305.49,-3.7
314.71,-3.58
323.93,-3.78
333.07,-3.67
342.31,-3.79
351.61,-3.81
360.88,-3.84
370.23,-3.95
379.52,-3.98
388.66,-3.54
397.71,-3.7
406.78,-3.27
415.98,-3.29
425.24,-2.94
434.39,-3.21
443.61,-2.92
452.96,-2.55
462.02,-2.4
471.16,-2.5
480.26,-2.14
489.29,-2.1
498.67,-1.86
507.87,-1.79
517.09,-1.54
526.37,-1.67
535.6,-1.55
544.79,-1.58
553.96,-1.47
563.17,-1.5
572.32,-1.53
581.47,-1.52
590.55,-1.22
596.55,-0.87
605.15,-0.38
609.52,-0.02
616.13,0.46
618.43,1.36
633.78,1.47
650.12,1.35
664.78,1.29
672.67,1.46
690.35,1.19
705.24,1.45
719.19,1.69
733.76,1.93
751.31,1.82
770.82,1.69
789.24,1.73
802.39,1.43
817.57,1.54
832.87,1.21
859.11,1.39
875.39,1.13
898.47,1.23
914.05,1.43
928.23,1.29
940.52,1.5
952.87,1.49
965.11,1.52
976.75,1.24
986.75,0.97
996.86,1.05
1007.65,1.15
1015.27,0.96
1024.48,0.55
1033.79,0.33
1039.01,-0.45
1049.72,-0.31
1061.54,-0.01
1071.79,0.49
1075.13,1.08
1087.43,1.48
1102.03,1.3
1125.02,1.07
1140.17,0.91
1152.5,0.5
1164.65,0.79
1167.26,1.92
1167.66,2.38
1168.6,2.8
1170.61,2.84
1170.62,2.84
1172.18,3.2
1172.31,3.26
1174.22,3.24
1176.31,3.26
1177.02,3.28
1182.59,3.51
1184.54,3.53
1184.6,9.8
1184.63,8.56
1185.22,9.8
1185.23,3.16
1185.57,3.72
1186.74,7.93
1186.94,11.33
1187.54,11.33
1204.0,4.4
