x,y
-71.13,3.17
-69.08,3.22
-68.88,1.95
-68.48,1.93
-68.3,2.73
-55.98,2.66
-55.77,1.8
-55.33,2.16
-55.17,3.01
-54.85,3.22
-48.75,2.98
-40.99,2.78
-40.16,2.79
-40.0,3.56
-37.88,3.56
-37.75,3.12
-37.41,3.12
-37.28,2.78
-36.48,2.78
-32.27,2.79
-32.14,3.09
-31.94,3.09
-31.8,3.57
-29.66,3.55
-29.52,1.6
-21.2,2.52
-20.44,2.52
-19.96,3.01
-18.86,3.83
-5.39,10.53
-5.26,10.76
-4.96,10.77
-4.82,10.6
-0.01,10.73
0.21,10.69
0.25,10.83
0.37,10.83
0.49,10.76
0.64,10.6
14.69,3.89
16.04,3.84
20.84,3.8
23.29,3.74
23.82,3.73
24.59,3.45
25.17,3.41
25.84,3.75
26.44,3.77
34.27,3.73
43.57,3.7
51.73,3.43
53.18,3.44
62.3,3.32
62.62,3.06
62.96,3.07
63.16,3.34
68.41,3.39
71.39,3.36
73.5,3.15
74.04,3.14
74.15,2.97
74.6,2.96
74.74,2.8
75.23,2.81
75.35,2.62
79.34,2.8
79.87,1.81
80.34,0.57
80.45,0.28
81.8,0.14
90.44,-0.9
104.48,-1.67
112.49,-1.73
121.65,-1.69
130.71,-1.73
139.87,-1.67
148.92,-1.82
157.77,-1.88
166.95,-2.19
176.17,-2.25
185.26,-2.17
194.43,-2.09
203.68,-1.88
212.79,-1.74
221.59,-1.49
230.51,-1.4
239.76,-1.3
249.0,-1.4
257.84,-1.42
266.7,-1.7
275.8,-1.82
284.72,-2.08
293.66,-2.1
302.69,-2.11
311.85,-1.87
321.07,-1.79
330.37,-2.03
339.59,-2.43
348.7,-2.42
357.88,-2.59
367.02,-2.72
376.21,-2.73
385.52,-2.83
394.55,-2.94
403.64,-2.99
412.93,-3.15
422.13,-3.28
431.34,-3.44
440.4,-3.28
449.48,-3.36
458.57,-3.41
467.73,-3.5
476.94,-3.43
485.78,-3.42
494.56,-3.38
503.64,-3.37
509.65,-3.25
515.62,-2.36
518.34,-2.53
522.67,-1.59
526.77,-0.31
529.87,0.5
531.01,3.26
541.11,3.19
550.03,3.26
561.11,3.29
568.98,3.01
582.11,2.89
591.21,2.89
600.78,2.7
610.53,2.63
619.34,2.7
630.41,2.55
644.13,2.62
651.23,3.13
658.0,2.86
667.47,2.65
676.29,2.43
692.77,2.55
702.39,2.26
711.54,2.17
712.5,1.82
729.24,1.37
744.04,1.26
756.23,0.81
761.09,0.39
771.06,-0.85
777.4,-0.96
783.48,-1.02
793.54,-0.93
800.64,-0.86
807.36,-0.72
813.58,-0.77
820.44,-0.7
831.45,-0.57
838.12,-0.42
846.25,-0.31
855.17,-0.21
871.43,0.06
883.09,0.13
889.61,0.0
899.54,-0.16
910.23,-0.5
921.12,-0.92
931.79,-1.54
942.94,-1.79
954.01,-2.09
964.84,-2.4
975.85,-2.58
985.75,-3.03
995.94,-3.07
1006.06,-3.34
1009.21,-3.31
1013.35,-1.52
1019.55,-0.69
1020.74,-0.12
1022.5,0.53
1024.91,1.92
1026.69,2.53
1029.08,2.46
1030.97,2.5
1031.61,2.51
1032.8,2.77
1034.85,2.82
1039.6,2.84
1044.98,3.15
1045.53,2.78
1046.12,2.86
1046.95,3.36
1054.33,3.44
1056.53,2.92
1058.05,3.08
1063.29,3.16
1065.03,3.05
1065.52,3.25
1067.92,3.56
1069.13,10.98
1069.73,4.34
1077.48,4.24
