x,y
-77.61,4.68
-61.09,4.42
-59.63,4.41
-59.46,4.27
-58.66,4.25
-51.07,4.4
-50.91,4.7
-43.84,4.7
-43.73,4.48
-35.87,4.4
-35.74,4.72
-31.51,4.71
-31.4,4.33
-22.56,4.29
-20.83,4.29
-20.66,4.3
-6.01,10.83
-0.7,10.81
-0.18,10.72
13.83,4.39
15.87,4.38
20.93,4.42
26.4,4.32
37.99,4.28
52.75,4.16
66.47,4.07
78.88,4.14
91.07,3.98
95.87,3.92
96.4,3.93
96.52,3.72
97.06,3.72
97.15,3.52
97.76,3.51
97.85,3.35
100.33,3.32
107.55,3.04
113.47,2.96
116.79,2.34
122.27,1.88
127.16,1.46
132.85,0.77
137.28,-0.05
145.42,-0.62
154.16,-1.05
163.0,-1.6
172.04,-1.86
181.2,-1.51
190.12,-1.08
199.06,-2.55
208.33,-4.63
217.42,-4.97
226.37,-4.04
235.44,-3.28
244.69,-1.48
253.87,-1.53
263.5,-1.32
272.58,-1.6
281.3,-1.51
290.07,-1.8
298.91,-3.4
307.98,-4.82
317.0,-5.76
325.98,-5.19
334.86,-4.38
343.68,-6.59
346.14,-7.51
352.21,-9.84
358.32,-10.83
361.32,-10.18
364.41,-8.26
370.51,-6.11
379.23,-3.23
388.38,-3.71
397.52,-5.72
402.99,-8.57
409.04,-9.2
415.13,-10.2
420.98,-9.34
427.11,-7.12
430.2,-4.88
439.29,-4.14
448.32,-3.44
457.44,-3.9
466.52,-7.27
475.66,-8.7
484.59,-8.7
493.64,-5.55
502.31,-6.48
510.62,-7.41
516.41,-7.07
522.35,-5.86
528.38,-4.04
534.41,-3.01
543.47,-1.97
552.6,-1.39
561.51,-1.42
570.48,-2.82
579.33,-5.0
585.36,-5.59
593.24,-4.21
597.11,-1.85
599.66,-1.4
602.43,-1.05
614.55,0.23
620.51,1.67
633.09,1.39
647.43,1.18
662.86,1.23
677.81,1.11
700.23,1.34
718.62,3.29
732.54,3.07
744.49,3.11
754.19,2.64
767.79,2.78
783.41,3.19
798.6,3.67
808.13,3.89
816.18,4.35
831.42,4.11
837.6,2.36
841.13,0.42
849.76,0.14
853.44,-0.2
859.52,-0.52
866.82,-0.41
878.63,-1.08
890.22,-1.87
900.93,-0.87
907.04,-1.29
913.23,-1.05
922.36,-0.44
932.61,-0.96
939.42,-2.15
946.32,-3.55
953.27,-1.95
963.75,-1.95
975.78,-3.44
984.89,-3.7
995.79,-3.38
1007.14,-2.93
1012.37,-4.68
1026.02,-4.21
1032.08,-4.01
1041.17,-2.74
1047.38,-2.22
1053.5,-1.48
1083.4,0.3
1084.46,1.02
1084.76,1.34
1085.63,1.39
1085.76,2.37
1086.54,2.4
1086.64,2.58
1092.47,2.66
1092.58,2.88
1092.64,2.88
1092.77,2.66
1097.4,2.83
1097.69,2.81
1099.0,7.69
1099.01,11.17
1099.59,11.2
1101.1,6.27
1103.2,5.44
1106.3,4.21
