x,y
-113.37,3.82
-111.14,3.82
-110.52,3.7
-102.08,4.06
-101.97,4.35
-101.59,4.35
-101.52,4.06
-97.75,4.02
-90.7,3.85
-90.13,3.85
-90.05,4.0
-88.44,4.0
-81.85,5.46
-79.24,5.01
-76.97,5.27
-73.81,4.87
-67.5,4.97
-59.25,5.01
-56.37,4.97
-51.43,3.44
-49.3,3.44
-49.21,3.35
-48.61,3.34
-42.06,3.42
-41.92,3.75
-38.29,3.77
-30.05,3.68
-22.2,3.6
-19.37,3.6
-19.25,3.25
-12.4,3.02
-11.87,3.02
-11.75,3.14
-11.62,3.14
-11.49,7.45
-10.82,7.6
-10.79,8.02
-10.59,8.01
-5.15,10.75
-0.13,10.87
0.02,10.89
0.89,10.96
16.19,3.8
16.28,3.95
16.36,3.95
16.48,3.31
16.6,3.31
16.65,3.1
18.22,3.12
18.35,3.13
18.4,2.88
24.64,2.81
32.58,2.23
38.99,2.8
48.17,3.24
78.44,3.45
105.65,3.43
110.19,2.6
116.05,1.94
119.39,1.09
124.4,0.36
132.97,0.01
156.02,-0.45
173.11,-0.75
184.0,-0.98
198.92,-0.84
210.14,-1.01
224.24,-1.04
235.11,-1.06
249.68,-1.32
265.29,-1.52
274.51,-1.49
280.94,-1.87
288.1,-1.95
295.94,-2.35
302.15,-2.49
308.59,-2.54
314.76,-2.71
321.16,-2.93
328.08,-2.77
334.96,-2.99
341.65,-2.9
348.56,-3.19
355.34,-3.11
362.89,-3.18
369.59,-3.15
375.97,-2.97
383.03,-3.29
389.26,-3.03
394.07,-3.04
398.35,-3.09
403.59,-3.17
409.21,-2.86
415.56,-2.82
421.5,-2.9
427.63,-2.92
434.02,-2.75
441.01,-2.9
448.19,-2.72
454.74,-2.8
462.36,-2.89
469.46,-2.8
476.65,-2.6
483.94,-2.63
491.28,-2.66
498.6,-2.51
505.84,-2.43
512.99,-2.54
519.28,-2.51
526.37,-2.53
532.99,-2.11
538.55,-2.23
544.9,-2.07
552.04,-2.2
559.07,-2.29
566.12,-2.3
573.17,-2.31
579.08,-2.28
584.65,-2.33
593.08,-2.4
601.05,-2.49
609.37,-2.39
624.98,1.73
639.2,1.93
652.41,1.75
676.63,1.53
699.21,1.51
719.45,1.7
735.65,1.95
750.63,1.96
772.27,1.85
790.06,1.91
798.82,1.68
813.2,1.5
820.81,1.47
839.5,1.42
846.82,1.33
861.81,1.3
879.18,1.24
902.99,1.68
939.03,1.68
970.1,1.35
1001.5,1.08
1022.6,0.49
1029.65,0.18
1031.98,-0.9
1043.32,-0.96
1052.03,-0.74
1059.94,-0.4
1069.39,-0.07
1073.59,1.08
1079.03,1.62
1092.76,1.57
1105.44,1.35
1118.93,1.2
1138.11,0.92
1151.3,0.59
1157.37,0.73
1163.65,0.63
1167.75,2.07
1168.61,2.8
1169.17,2.63
1170.49,2.81
1172.22,3.22
1176.31,3.3
1177.35,3.34
1182.47,3.51
1185.37,3.62
1186.74,7.88
1186.75,11.25
1187.03,11.26
1187.04,4.2
1192.01,3.57
1192.93,4.28
1199.35,4.31
