x,y
-65.98,2.71
-56.02,2.68
-55.89,2.02
-55.43,2.11
-55.15,2.98
-52.37,3.11
-45.96,3.04
-41.23,2.73
-39.87,2.77
-39.85,3.53
-37.81,3.51
-37.36,2.84
-32.34,2.84
-31.94,3.57
-29.66,3.56
-29.64,2.83
-25.42,2.59
-20.33,2.48
-20.3,3.79
-20.11,3.81
-19.98,3.18
-17.53,4.54
-11.56,7.45
-5.05,10.79
-4.5,10.67
-2.34,10.66
0.55,10.58
8.08,7.28
13.89,4.21
14.25,4.19
14.27,4.66
14.55,4.68
14.66,3.91
16.11,3.77
20.87,3.81
24.12,3.65
24.87,3.37
25.67,3.43
26.12,3.69
27.39,3.74
33.79,3.79
40.2,3.83
46.6,3.57
48.08,3.41
57.34,3.32
57.59,3.35
62.56,3.46
62.87,3.14
63.23,3.19
63.89,3.47
68.46,3.41
71.76,3.46
75.01,2.96
79.57,2.54
80.34,0.14
82.52,0.06
87.19,-0.76
92.76,-1.62
96.39,-2.78
100.43,-2.78
106.53,-2.86
112.61,-2.62
118.75,-2.3
124.87,-2.15
130.99,-2.21
137.16,-2.08
143.35,-2.07
149.44,-2.06
155.56,-2.16
161.7,-2.31
167.97,-2.2
174.15,-2.44
180.32,-2.65
186.43,-2.76
192.59,-2.76
198.62,-2.76
204.68,-2.75
210.64,-2.75
216.63,-2.32
222.59,-2.18
228.33,-1.98
234.42,-1.7
240.61,-1.81
246.69,-1.68
252.73,-1.7
258.82,-2.35
264.95,-2.56
271.1,-2.55
277.22,-2.36
283.26,-2.07
289.24,-2.11
295.26,-1.73
301.11,-1.77
306.9,-1.77
313.05,-1.91
319.16,-1.69
325.26,-1.7
331.36,-1.73
337.44,-1.73
344.66,-1.99
350.47,-2.12
356.62,-2.12
363.27,-2.46
369.81,-2.65
376.43,-2.86
383.65,-2.89
391.27,-2.83
398.96,-2.92
406.38,-3.04
413.22,-3.3
419.59,-3.2
425.93,-3.24
431.93,-3.19
437.16,-3.45
443.56,-3.54
449.73,-3.43
455.82,-3.32
461.92,-3.33
468.08,-3.34
474.15,-3.51
480.16,-3.57
486.21,-3.42
492.38,-3.72
498.47,-3.66
504.67,-3.68
510.73,-3.67
516.79,-2.0
520.71,-0.83
522.7,-0.65
528.57,-0.37
533.18,0.68
537.05,1.44
538.48,3.29
541.37,3.2
550.23,3.26
557.64,3.31
561.97,3.14
569.84,2.99
579.05,2.97
585.26,2.94
590.71,2.88
595.55,2.85
602.21,2.83
607.58,2.81
612.15,2.79
618.62,2.77
625.63,2.74
630.58,2.69
638.55,2.71
645.52,2.52
648.07,3.1
652.68,2.76
662.64,2.67
668.88,2.55
677.81,2.35
687.19,2.46
694.63,2.39
703.86,2.4
708.86,2.47
711.9,2.28
713.65,1.76
718.73,1.89
725.19,1.67
730.41,1.55
735.62,1.59
740.64,1.54
744.27,1.6
748.08,1.59
751.58,1.46
756.77,1.35
761.39,-0.56
765.88,-0.93
771.75,-1.25
777.84,-1.17
783.81,-1.17
789.88,-1.14
795.99,-1.14
802.03,-1.12
808.11,-1.03
814.17,-1.04
820.28,-1.32
824.33,-1.26
827.39,-0.37
829.7,0.23
831.89,0.43
835.84,1.43
844.5,0.98
850.49,0.76
853.99,0.87
860.16,1.01
864.62,0.87
870.09,1.12
877.63,1.15
881.65,1.02
885.6,0.83
891.35,0.08
894.76,-0.17
897.13,-0.22
903.13,-0.48
909.18,-0.69
913.22,-0.76
919.38,-1.19
925.46,-1.37
931.61,-1.83
937.74,-1.9
943.87,-1.87
949.95,-2.07
956.07,-2.07
962.23,-2.39
968.41,-2.32
972.56,-2.43
978.7,-2.69
984.87,-3.09
990.92,-3.04
995.04,-3.07
1001.16,-3.22
1005.09,-3.25
1009.32,-3.26
1013.11,-1.58
1017.14,-0.78
1023.47,0.65
1023.76,1.33
1025.11,2.47
1028.78,2.55
1030.97,2.5
1031.16,2.51
1032.51,2.86
1034.29,2.85
1039.02,2.83
1041.68,3.05
1044.48,3.17
1045.07,2.87
1045.46,2.87
1046.33,3.42
1054.71,3.39
1056.33,2.96
1057.96,3.08
1063.2,3.15
1065.04,3.07
1065.67,3.33
1067.98,3.57
1069.15,7.56
1069.24,11.04
1069.86,11.03
1069.9,4.26
1077.89,4.23
