x,y
-49.86,93.44
-33.99,94.05
-28.58,94.6
-11.24,94.94
-1.16,95.16
-0.87,94.95
-0.32,94.7
2.5,87.65
17.47,87.5
27.34,87.34
43.05,86.86
54.99,86.82
57.41,87.35
57.63,87.23
59.36,87.15
60.69,86.66
63.62,87.65
65.56,87.75
73.59,87.96
74.9,87.77
81.49,87.85
81.55,87.86
82.27,88.29
82.64,91.28
84.61,91.51
84.7,92.39
85.75,92.44
85.83,85.37
92.07,85.71
95.66,86.01
101.48,85.73
104.85,83.72
115.21,83.67
129.57,83.66
137.68,83.79
138.44,83.58
138.46,87.75
142.5,87.82
142.52,83.11
143.05,82.98
143.71,83.07
145.71,84.23
148.94,84.54
151.39,85.32
154.89,86.01
163.14,86.23
165.18,85.88
170.61,83.8
173.76,82.13
176.96,81.84
177.04,82.0
177.83,81.97
180.07,77.44
181.2,77.58
184.02,79.89
191.16,79.94
192.91,79.56
195.2,78.22
196.95,77.66
197.26,78.23
197.4,78.22
197.5,78.51
198.14,78.51
198.21,75.24
198.22,77.49
199.22,74.55
230.96,76.34
242.73,76.95
242.97,76.91
248.69,75.83
256.92,75.84
265.53,75.65
277.78,75.86
287.57,75.95
296.75,76.33
301.38,81.54
303.41,81.64
303.65,83.04
305.18,83.34
305.48,93.51
305.8,93.55
305.87,95.86
306.47,95.85
306.48,95.03
307.98,94.98
308.43,94.81
316.56,94.96
326.15,95.15
328.4,96.78
331.0,99.75
331.16,104.25
333.35,105.44
337.35,111.31
