x,y
-23.34,94.75
-12.23,94.89
-7.23,94.7
-1.03,95.11
-1.02,94.89
-0.43,94.71
-0.36,94.69
2.17,87.64
4.62,87.46
19.11,87.48
29.14,87.27
41.6,86.94
55.86,87.45
66.98,86.81
71.96,87.88
75.37,88.76
80.28,87.68
81.83,87.81
82.8,88.19
83.25,88.22
84.66,86.83
87.82,85.51
91.48,85.88
100.61,85.75
104.36,83.64
113.14,83.54
123.74,83.59
136.74,83.62
149.66,84.47
151.64,85.5
153.45,85.8
163.02,86.15
173.17,82.25
177.75,81.96
178.47,77.92
183.61,77.8
185.15,78.83
189.03,80.72
191.09,81.23
191.12,81.21
191.39,81.23
193.38,81.16
197.41,78.55
198.18,78.5
198.23,77.65
206.72,77.7
211.27,76.61
221.53,77.28
225.13,76.32
236.63,75.74
247.13,75.91
257.74,75.53
267.1,76.13
276.68,75.08
285.4,74.24
294.09,76.46
296.48,76.63
301.2,81.5
303.09,81.55
303.21,82.93
304.66,83.31
305.2,93.46
305.76,93.52
305.78,95.84
306.38,95.83
306.42,95.03
307.63,94.99
307.95,94.98
308.09,94.83
308.1,95.0
325.23,95.11
326.97,95.47
328.4,96.78
331.0,99.75
331.16,104.25
333.35,105.44
337.35,111.31
