x,y
0.0,9.72
0.7,9.72
60.5,3.9
136.03,3.58
141.92,3.57
142.73,1.43
164.16,-0.57
167.48,-1.28
168.28,-1.3
171.28,-1.9
172.28,-1.83
176.98,-1.6
177.98,-1.7
179.98,-1.31
183.72,-1.12
185.72,-1.3
191.72,-1.25
193.72,-1.6
195.72,-1.55
201.1,-1.15
204.1,-1.23
212.55,-1.0
219.55,-1.87
221.55,-2.43
229.26,-3.8
231.26,-3.85
236.26,-4.33
241.26,-5.35
246.81,-6.3
251.81,-5.7
255.81,-4.71
263.81,-6.05
266.05,-6.0
271.05,-6.7
274.05,-6.6
281.05,-6.9
286.05,-5.41
295.18,-6.9
298.18,-7.2
302.18,-5.3
306.18,-6.8
311.18,-7.61
322.12,-9.0
326.12,-10.0
331.12,-10.2
336.12,-12.1
349.03,-16.1
352.03,-16.4
357.03,-16.0
380.68,-7.2
385.68,-9.11
393.81,-10.9
396.81,-10.2
400.81,-11.0
402.81,-10.8
406.81,-9.9
409.81,-10.71
419.81,-11.0
424.81,-10.6
427.81,-11.15
435.81,-10.38
441.96,-9.8
460.96,-9.26
471.62,-9.8
476.62,-9.31
480.62,-9.52
491.29,-9.76
504.29,-9.52
512.54,-9.1
517.54,-8.23
522.54,-8.95
534.54,-8.95
543.54,-10.28
552.65,-7.6
555.65,-7.3
558.65,-8.51
562.65,-8.2
566.65,-6.9
573.65,-4.6
577.11,-3.36
583.11,-2.25
587.22,-0.88
620.0,-0.25
646.0,0.15
654.96,0.65
739.28,1.57
743.83,2.78
757.71,3.35
757.81,3.57
758.95,4.11
762.29,4.26
762.49,4.05
767.76,4.38
