x,y
-81.69,2.76
-75.19,2.66
-67.98,2.8
-64.19,2.89
-54.79,2.97
-49.63,3.01
-44.47,3.04
-35.02,3.11
-27.63,3.08
-21.14,2.92
-15.09,3.21
-14.63,9.94
-14.13,9.96
-14.11,6.78
-13.75,5.65
-7.03,5.58
-0.45,5.41
-0.31,5.5
-0.15,5.42
-0.13,5.31
0.14,5.3
5.47,2.96
8.82,2.91
13.22,2.88
16.86,2.88
20.75,2.82
21.1,2.28
28.21,1.54
36.37,1.2
36.5,1.2
41.56,0.65
47.39,0.03
51.71,0.08
57.83,-0.36
63.93,-0.55
70.06,-0.76
74.66,-0.84
79.69,-1.15
84.69,-1.48
92.38,-2.26
97.43,-2.47
102.43,-1.21
107.48,-1.15
114.96,-1.74
122.54,-1.94
130.1,-2.0
137.65,-2.1
145.12,-2.25
150.21,-2.43
155.35,-3.15
160.52,-3.39
165.58,-4.0
168.04,-3.4
170.55,-3.39
177.97,-3.79
183.0,-4.03
187.99,-4.46
190.48,-5.24
195.44,-5.49
200.49,-6.07
203.02,-6.18
208.03,-6.32
212.98,-6.76
217.96,-6.98
222.96,-6.6
227.97,-6.45
232.93,-7.12
237.85,-7.73
242.66,-8.12
245.07,-7.93
247.51,-7.96
252.43,-8.31
257.25,-7.96
262.0,-7.68
266.8,-7.94
271.75,-7.71
276.6,-6.55
281.29,-6.54
285.83,-6.75
290.41,-6.59
295.16,-7.43
299.99,-7.52
304.75,-7.5
309.41,-8.08
313.91,-8.98
318.38,-8.89
322.66,-8.26
326.75,-7.7
330.78,-7.55
334.76,-8.01
338.7,-7.7
342.69,-6.94
346.75,-6.53
350.78,-6.79
355.14,-6.9
359.79,-7.17
364.2,-8.38
368.25,-6.95
371.75,-6.51
375.57,-5.25
379.6,-4.88
383.11,-4.86
384.62,-4.85
387.64,-1.64
397.08,-0.56
399.21,1.78
399.25,2.35
404.99,2.41
410.3,2.58
414.63,2.68
414.74,2.6
415.46,5.45
415.51,10.33
415.94,10.35
416.03,3.4
416.21,3.4
417.41,3.37
417.45,3.28
420.86,3.19
425.11,3.16
425.44,3.53
425.59,3.53
425.67,3.21
432.09,3.13
438.27,2.76
439.02,2.74
439.13,2.91
441.52,2.94
