x,y
-57.82,3.57
-53.32,3.55
-53.27,3.51
-49.54,3.51
-40.45,3.63
-40.41,4.94
-34.96,4.03
-30.03,4.03
-29.93,3.68
-21.33,3.56
-20.41,3.56
-20.37,4.37
-20.19,4.36
-5.87,10.85
-5.53,10.85
0.43,10.88
0.69,10.95
0.69,10.75
0.69,10.75
14.37,4.45
14.55,4.46
14.59,3.8
14.78,3.81
14.86,3.52
15.91,3.47
20.79,3.53
22.62,3.38
23.29,3.15
24.57,3.68
37.63,3.64
40.99,3.19
42.86,3.19
45.98,3.66
59.88,3.64
60.98,3.04
61.5,3.06
62.46,3.65
66.43,3.36
69.22,3.32
71.53,3.31
71.99,3.32
72.07,3.29
72.69,3.16
72.73,3.03
73.24,2.97
73.37,2.89
76.09,2.94
76.87,3.24
93.67,1.09
98.31,0.73
102.81,0.39
106.54,0.05
110.56,-0.29
120.5,-0.98
127.95,-1.5
135.97,-1.56
147.25,-1.72
152.09,-2.01
158.53,-2.66
164.98,-2.79
171.51,-3.52
178.03,-4.02
184.51,-3.88
191.02,-3.88
197.56,-3.85
205.1,-3.69
211.63,-3.42
217.77,-3.15
224.19,-2.55
229.79,-2.14
235.93,-2.06
242.15,-2.09
247.83,-1.83
253.38,-1.89
259.55,-1.79
265.93,-3.06
272.51,-2.87
278.88,-2.46
285.9,-2.0
292.19,-1.37
298.15,-1.41
304.06,-1.42
310.0,-1.37
316.25,-1.59
322.74,-1.24
329.52,-1.48
336.3,-2.11
343.49,-3.01
350.54,-3.86
357.88,-4.56
365.12,-4.92
372.25,-4.89
379.59,-5.07
386.77,-5.04
394.08,-4.68
400.82,-4.08
407.55,-3.31
414.21,-3.08
420.79,-3.18
427.39,-3.37
434.68,-3.45
441.21,-3.37
446.71,-3.2
453.29,-2.76
459.89,-2.73
466.5,-2.71
472.92,-2.76
479.86,-2.69
484.5,-2.64
490.28,-2.76
496.8,-2.71
502.92,-2.54
508.29,-2.37
514.57,-1.95
523.55,-1.84
535.5,-1.72
545.64,-1.17
552.21,-0.86
555.19,0.72
558.73,1.73
559.7,3.59
570.59,3.52
597.44,3.5
620.01,3.37
621.46,3.1
632.31,3.17
639.11,3.31
640.21,3.69
648.16,3.7
654.87,3.59
662.26,3.04
674.81,3.03
680.81,2.97
697.29,3.02
707.42,3.1
717.64,2.97
729.85,3.03
737.29,3.05
744.39,3.07
754.21,2.99
766.94,2.99
783.31,2.96
796.82,2.59
803.13,2.48
805.79,1.06
808.22,-0.39
813.67,-1.06
819.27,-1.32
833.11,-1.86
843.95,-1.42
857.89,-0.56
869.08,-0.5
880.48,-0.29
882.32,1.86
891.13,2.04
901.1,1.97
912.94,1.3
915.22,0.05
924.05,-0.19
939.68,-0.27
954.09,-1.06
960.87,-1.78
967.49,-2.08
975.16,-2.89
981.53,-3.96
987.9,-4.26
993.41,-5.18
1006.64,-4.99
1016.1,-4.18
1020.67,-3.58
1025.91,-2.9
1033.01,-0.55
1040.19,2.4
1047.78,2.63
1048.22,2.93
1048.22,2.73
1048.22,2.73
1048.73,2.65
1054.95,2.62
1054.99,2.82
1055.11,2.82
1055.18,2.64
1061.03,2.79
1061.08,3.12
1061.3,3.12
1061.36,3.01
1062.02,2.97
1063.46,7.6
1063.51,11.1
1064.13,11.1
1064.24,5.03
1071.97,5.08
