x,y
-62.45,2.81
-62.25,2.88
-58.04,3.08
-41.33,2.87
-40.42,2.89
-40.33,3.2
-37.73,3.22
-37.52,2.91
-32.44,2.86
-32.34,3.17
-29.91,3.12
-29.83,2.84
-21.36,2.6
-20.63,2.62
-20.5,3.08
-20.08,3.09
-19.18,3.9
-5.6,10.61
-5.21,10.67
-5.17,10.85
-5.01,10.86
-4.97,10.69
0.0,10.79
0.0,10.94
0.0,10.79
0.22,10.77
0.36,10.94
0.44,10.94
0.46,10.82
0.56,10.82
0.62,10.74
0.73,10.7
14.68,4.06
16.19,3.87
21.17,3.87
24.04,3.8
24.76,3.51
25.39,3.53
26.08,3.79
45.74,3.66
52.18,3.57
53.59,3.54
68.55,3.44
69.97,3.28
72.19,3.27
74.24,3.25
74.79,3.25
76.02,2.91
76.11,2.73
77.95,2.75
78.48,3.15
79.22,3.28
83.27,2.8
83.5,2.44
84.22,2.55
84.67,1.78
86.0,1.75
87.07,1.31
89.96,0.36
90.76,-0.1
94.13,-1.44
96.68,-2.32
99.53,-4.65
104.39,-4.27
109.82,-3.85
116.28,-3.28
123.17,-3.3
128.29,-3.41
132.13,-2.27
135.12,-1.99
140.93,-1.95
149.4,-1.91
158.69,-1.74
165.28,-1.75
171.14,-1.65
177.7,-1.51
184.55,-1.49
191.75,-1.42
200.97,-1.46
209.03,-1.57
218.22,-2.04
227.3,-1.95
238.33,-1.61
247.68,-1.75
257.12,-1.68
264.38,-1.78
273.6,-1.8
281.05,-1.78
291.01,-1.69
299.66,-1.58
308.68,-1.37
317.33,-1.49
325.96,-1.64
334.79,-1.9
343.71,-1.92
355.1,-2.13
364.06,-2.35
370.85,-2.64
379.65,-2.63
384.03,-2.48
390.8,-2.61
399.91,-2.67
410.99,-2.75
419.42,-3.01
428.17,-3.2
435.95,-3.29
444.5,-3.18
453.21,-3.0
462.61,-3.0
470.85,-2.95
478.85,-3.11
489.16,-2.97
497.54,-2.97
503.38,-2.1
508.05,-1.23
510.34,-0.89
514.44,-0.43
518.04,-0.11
522.02,1.04
526.05,1.83
527.92,3.04
541.74,2.97
553.51,3.25
563.61,3.25
573.52,2.98
584.03,2.86
593.43,2.89
603.14,2.83
616.95,2.86
627.78,2.73
638.97,2.82
644.3,2.69
645.25,2.39
646.5,2.45
648.66,3.26
654.65,2.78
663.65,2.61
674.86,2.49
687.09,2.45
701.35,2.42
711.26,2.34
716.82,1.6
724.48,1.56
739.93,1.4
757.37,0.73
760.6,0.12
773.59,0.16
789.61,-0.05
821.92,-0.1
826.72,1.24
836.72,1.41
849.99,1.45
868.24,1.43
881.2,1.58
885.37,-0.06
895.79,-0.05
907.26,-0.05
918.16,-0.06
928.34,-0.44
931.96,-0.47
940.36,-0.87
948.9,-1.18
956.78,-1.61
967.6,-2.15
977.74,-2.31
986.9,-2.41
996.53,-2.42
1004.16,-2.66
1007.44,-2.67
1012.39,-1.77
1015.6,-0.62
1019.22,0.08
1024.36,1.4
1029.03,2.72
1031.15,2.77
1032.89,3.32
1033.96,3.23
1036.64,3.29
1037.79,3.35
1037.79,3.2
1037.79,3.2
1039.05,3.3
1043.25,3.29
1045.28,3.57
1051.82,3.54
1056.91,3.07
1057.93,3.1
1058.21,3.31
1063.58,3.39
1067.69,3.68
1069.14,7.77
1069.16,11.23
1069.86,11.24
1069.88,4.34
1079.77,4.22
