x,y
-104.32,3.57
-101.28,3.53
-101.22,3.34
-100.64,3.38
-91.24,3.4
-86.13,3.27
-81.24,3.14
-81.12,3.33
-78.16,3.39
-69.84,3.61
-61.85,3.5
-55.41,3.32
-52.42,3.26
-52.34,3.11
-51.74,3.16
-48.01,3.11
-40.99,2.83
-40.07,2.86
-39.99,3.63
-37.89,3.63
-37.82,3.16
-37.4,3.2
-37.3,2.85
-36.51,2.85
-32.23,2.87
-32.15,3.17
-31.89,3.15
-31.82,3.63
-29.72,3.63
-29.64,2.75
-21.09,2.46
-20.35,2.43
-20.33,3.76
-19.46,3.85
-5.39,10.73
-5.05,10.79
-5.05,10.79
-5.05,10.81
0.56,10.92
13.61,4.61
14.56,4.65
14.6,3.87
16.1,3.77
21.0,3.75
23.8,3.7
24.71,3.5
25.29,3.52
25.95,3.83
27.5,3.91
35.0,3.86
44.75,3.75
50.95,3.61
56.19,3.45
61.83,3.42
62.71,3.18
63.0,3.19
63.5,3.41
67.9,3.43
68.51,3.45
71.5,3.41
73.65,3.26
74.15,3.2
74.18,3.06
78.4,3.08
79.59,1.82
79.83,0.55
88.29,-2.48
99.16,-4.33
104.41,-4.27
110.77,-3.48
115.16,-3.13
119.41,-3.12
125.76,-2.92
130.32,-2.8
135.14,-2.46
141.65,-2.75
146.07,-2.73
152.23,-2.74
154.4,-2.73
162.24,-2.88
165.24,-2.88
172.38,-2.95
174.96,-2.95
179.57,-2.8
185.28,-3.03
190.29,-3.03
195.16,-3.01
200.18,-2.97
204.46,-2.89
210.67,-3.1
215.64,-3.06
221.16,-2.76
224.7,-2.55
229.92,-2.05
234.8,-1.99
239.73,-1.79
244.59,-1.73
249.59,-1.48
256.7,-1.39
259.34,-1.35
264.48,-1.26
271.34,-1.26
275.5,-1.21
280.94,-1.19
286.1,-1.19
291.11,-1.18
295.74,-1.18
299.64,-1.21
304.91,-1.21
311.57,-1.26
316.55,-1.25
319.4,-1.25
324.39,-1.25
330.57,-1.25
335.81,-1.3
340.4,-1.39
347.26,-1.5
349.38,-1.5
356.31,-1.56
361.03,-1.6
367.55,-1.69
369.99,-1.69
374.45,-1.66
379.53,-1.65
385.19,-1.56
390.24,-1.58
394.41,-1.85
399.76,-2.2
405.57,-2.18
410.92,-2.42
415.5,-2.43
420.49,-2.45
425.24,-2.45
431.82,-2.34
434.35,-2.31
443.06,-2.28
445.18,-2.28
452.14,-2.21
454.51,-2.31
462.7,-2.79
465.07,-2.78
471.37,-3.44
476.37,-3.47
480.1,-3.54
485.43,-3.65
489.77,-3.6
494.49,-3.71
500.03,-3.96
504.61,-4.07
511.03,-4.12
514.62,-4.07
519.33,-4.03
524.76,-3.87
528.62,-2.62
532.21,-0.53
537.12,1.22
538.82,3.12
544.21,3.24
552.36,3.28
568.65,3.17
575.89,3.14
582.62,3.12
592.43,3.05
603.11,2.92
616.69,2.83
617.56,2.5
617.81,2.49
618.44,2.73
628.29,2.72
639.25,2.7
644.82,2.76
645.53,2.44
646.23,2.48
648.59,2.99
661.21,2.66
679.45,2.4
684.51,2.42
691.26,2.39
703.81,2.44
707.69,2.48
710.92,2.22
717.32,1.76
721.21,1.8
729.92,1.6
734.69,1.63
746.71,1.62
751.6,1.54
755.24,1.38
757.62,1.4
760.11,0.62
761.48,-0.2
762.51,-0.44
766.63,-0.9
771.92,-0.85
776.84,-0.64
781.77,-0.66
785.7,-0.6
790.97,-0.48
796.51,-0.56
799.99,-0.55
806.47,-0.72
810.76,-0.5
816.37,-0.54
821.85,-0.16
826.54,-0.42
831.04,-0.32
832.12,0.16
833.26,1.13
837.96,1.26
838.23,1.27
842.61,1.3
852.38,1.36
867.63,1.66
873.1,1.9
878.01,2.33
879.13,1.79
880.94,1.07
881.22,0.92
886.51,0.12
889.12,0.01
903.07,-0.15
908.31,-0.39
912.68,-0.49
917.72,-0.63
923.26,-0.84
927.17,-0.9
933.32,-0.98
938.5,-1.05
942.91,-1.3
947.65,-1.46
952.66,-1.63
957.89,-1.89
961.84,-2.16
967.91,-2.28
972.47,-2.26
977.26,-2.2
982.69,-2.2
986.57,-2.35
993.44,-2.48
997.08,-2.53
1002.25,-2.78
1008.2,-2.73
1013.22,-2.04
1016.03,-1.84
1024.02,1.39
1024.7,2.34
1025.8,2.55
1026.86,2.78
1027.5,2.78
1028.86,2.51
1030.96,2.5
1030.96,2.5
1030.96,2.52
1032.76,2.9
1034.09,2.9
1034.46,2.84
1039.01,2.86
1040.96,2.8
1041.96,3.2
1047.55,3.52
1054.76,3.4
1055.49,3.04
1055.76,3.04
1056.13,3.16
1056.45,3.21
1056.47,3.33
1056.6,3.33
1056.66,3.12
1059.69,3.13
1059.79,3.5
1059.96,3.49
1060.03,3.15
1063.61,3.22
1063.68,3.6
1063.83,3.61
1063.89,3.4
1065.37,3.22
1065.93,3.4
1068.0,3.55
1069.16,7.57
1069.17,11.55
1069.75,11.55
1069.78,4.72
1074.32,4.71
1080.45,4.67
1080.5,4.6
1081.93,4.56
1083.92,4.52
1084.0,4.37
