x,y
-20.02,2.53
-20.01,3.05
-19.92,3.01
-19.14,3.86
-5.32,10.6
-2.73,10.69
0.0,10.69
0.0,10.65
0.0,10.94
0.61,10.65
14.53,3.99
15.11,3.94
16.06,3.85
18.82,3.85
21.11,3.86
22.35,3.86
24.06,3.75
24.87,3.45
25.78,3.82
36.79,3.83
44.47,3.8
48.48,3.57
51.66,3.5
52.24,3.5
53.19,3.49
59.72,3.43
66.18,3.43
69.14,3.26
70.29,3.27
71.46,3.26
72.3,3.36
73.49,3.24
74.11,3.24
74.12,3.06
74.65,3.07
74.66,2.89
75.29,2.88
75.3,2.78
76.25,2.84
77.91,2.93
84.11,2.07
86.77,2.05
86.96,1.81
96.68,-1.22
99.01,-1.99
102.49,-2.97
106.63,-3.42
108.96,-3.46
117.54,-2.84
124.25,-2.4
126.71,-1.85
131.77,-1.77
137.09,-1.82
142.23,-1.9
147.72,-1.83
153.54,-1.83
156.58,-1.94
162.06,-1.85
175.27,-1.86
189.15,-1.89
191.86,-1.88
197.31,-1.52
202.62,-1.49
205.33,-1.47
210.85,-1.54
216.27,-1.56
221.55,-1.57
226.96,-1.67
232.3,-1.5
237.39,-1.49
246.52,-1.48
252.61,-1.47
263.89,-1.46
266.61,-1.43
272.07,-1.49
274.8,-1.66
280.22,-1.67
285.7,-1.69
291.36,-1.65
296.98,-1.57
299.69,-1.72
305.22,-1.73
310.83,-1.67
316.7,-1.77
321.78,-1.85
324.4,-1.68
329.6,-1.81
334.67,-1.92
340.0,-2.05
345.49,-2.08
350.95,-2.35
356.47,-2.45
359.23,-2.52
364.65,-2.4
369.97,-2.31
375.57,-2.57
380.79,-2.55
385.84,-2.68
390.83,-2.85
393.89,-2.72
399.34,-2.86
404.24,-3.04
409.73,-3.05
415.19,-3.08
420.4,-3.25
425.64,-3.4
430.9,-3.54
435.95,-3.39
443.74,-3.47
450.32,-3.6
455.4,-3.57
460.53,-3.52
463.14,-3.54
468.49,-3.61
473.92,-3.47
479.2,-3.39
484.41,-3.1
489.85,-2.94
495.37,-2.97
498.05,-3.02
503.29,-3.11
510.33,-3.29
514.51,-3.35
520.46,-1.98
528.6,1.72
530.28,3.36
543.89,3.27
559.17,3.36
567.97,3.17
574.63,3.05
582.14,2.89
595.41,2.89
598.29,2.89
609.18,2.84
622.52,2.8
632.67,2.75
644.14,2.71
649.46,3.36
657.8,2.88
667.52,2.68
676.65,2.44
676.89,2.56
686.51,2.59
693.01,2.59
704.92,2.36
709.44,2.62
711.12,1.9
720.24,1.71
731.39,1.52
742.41,1.36
754.58,1.04
766.9,-0.67
769.57,-0.8
774.01,-0.87
777.7,-0.87
781.88,-0.94
786.24,-1.05
793.4,-1.08
798.17,-1.06
802.94,-1.01
807.59,-0.68
811.96,-0.74
817.02,-1.1
820.85,-0.83
831.74,-0.62
842.61,-0.41
853.5,-0.24
864.49,-0.15
874.22,-0.12
884.37,-0.09
885.97,-0.1
889.51,-0.07
893.46,-0.13
899.34,-0.32
902.84,-0.44
908.76,-0.54
913.15,-0.59
917.59,-0.75
921.88,-0.96
926.89,-1.12
928.24,-1.1
932.1,-1.3
936.86,-1.58
941.85,-1.67
946.84,-1.78
951.92,-2.1
957.01,-2.19
962.06,-2.38
967.21,-2.53
972.41,-2.66
975.03,-2.68
980.12,-2.76
985.32,-3.07
990.65,-2.88
1002.79,-3.06
1006.78,-3.58
1011.21,-2.24
1024.12,1.31
1027.25,2.64
1029.03,2.55
1030.43,2.6
1031.79,2.62
1033.24,3.33
1034.31,3.07
1035.48,3.1
1036.92,3.08
1037.78,3.4
1037.78,3.17
1037.78,3.08
1038.72,3.17
1041.06,3.17
1043.72,3.13
1044.55,3.37
1050.11,3.5
1055.24,3.3
1055.66,2.97
1057.04,2.94
1058.07,3.11
1060.71,3.21
1063.56,3.21
1065.87,3.34
1067.96,3.57
1069.02,11.13
1069.61,11.13
1069.63,7.63
1069.92,4.42
1078.22,4.23
