x,y
-39.43,94.32
-25.22,95.0
-14.13,95.13
-1.87,95.12
-0.75,95.21
-0.75,95.36
-0.75,95.21
-0.54,95.17
-0.43,95.37
-0.37,95.36
-0.33,95.23
-0.06,96.1
0.58,96.1
0.61,95.03
1.05,87.97
9.62,88.53
10.61,88.19
12.56,88.15
13.35,88.34
15.53,89.25
29.01,89.28
40.6,88.79
51.47,88.13
59.51,88.34
59.92,88.44
60.11,87.96
64.62,87.79
64.72,88.4
65.02,88.41
65.11,88.18
77.5,87.89
81.77,87.45
89.35,87.01
91.38,86.11
96.27,85.78
98.39,85.87
100.6,85.98
100.61,85.84
104.07,85.97
105.26,85.86
105.76,85.7
112.14,85.74
118.39,85.53
131.65,84.72
135.15,81.58
141.23,81.76
143.71,81.21
146.76,79.52
148.17,79.0
149.5,79.15
151.19,79.66
154.05,81.16
156.1,81.23
159.68,79.87
163.83,79.35
169.76,80.34
175.67,80.86
177.32,80.57
178.6,82.31
182.01,76.15
182.47,76.26
186.24,77.0
190.94,77.0
192.18,76.87
194.34,77.05
194.34,77.05
199.46,75.05
200.35,75.28
202.0,76.07
204.22,75.93
206.67,75.42
208.91,75.25
209.29,72.68
212.79,72.15
217.95,73.07
219.03,73.2
227.46,73.83
228.11,73.9
232.19,74.35
232.83,75.33
234.92,75.35
235.43,74.2
237.81,74.56
239.78,73.39
243.31,73.65
247.21,73.4
261.05,73.64
265.83,74.26
272.16,73.21
276.33,73.47
279.25,74.48
281.26,75.59
283.95,75.61
284.44,75.18
285.57,75.24
287.4,75.2
289.79,74.72
291.98,74.6
292.11,74.29
295.61,74.26
295.83,75.68
301.97,81.88
302.99,81.89
310.76,95.28
311.09,95.29
311.37,95.16
314.66,95.09
315.16,95.09
320.72,95.26
326.38,95.25
326.81,95.26
327.0,95.84
327.38,95.78
327.38,95.78
327.38,95.93
330.2,95.89
331.37,98.42
332.58,99.1
