x,y
118.5,10.75
118.75,10.29
119.39,10.27
129.5,10.66
129.64,10.77
136.67,10.93
147.77,16.37
147.97,16.37
148.06,16.67
148.84,16.67
148.93,16.42
153.25,16.5
153.25,16.65
153.25,16.5
154.1,16.44
165.9,10.61
170.02,10.52
178.27,6.63
186.66,5.64
187.55,5.16
190.26,5.68
196.92,5.57
200.33,4.87
206.47,4.99
211.3,3.96
216.76,3.79
218.3,2.34
220.4,1.82
221.06,1.41
224.49,1.13
228.28,1.07
233.52,1.0
238.43,0.26
241.07,-0.2
245.12,-0.13
251.23,-1.15
255.23,-2.39
257.27,-3.3
261.31,-2.92
267.44,-2.69
271.44,-2.59
275.55,-2.65
279.6,-2.78
283.54,-3.03
287.5,-4.08
291.51,-2.16
295.49,-2.33
299.52,-2.14
303.08,-1.68
306.65,-1.04
310.45,-0.23
313.47,-0.29
318.61,0.6
320.04,2.13
325.56,2.6
330.0,3.47
336.27,4.77
346.44,5.64
349.58,5.02
352.36,2.9
354.89,3.06
357.03,3.53
358.12,4.39
363.36,4.56
367.49,6.04
372.38,6.49
382.29,6.5
392.09,6.51
399.82,6.78
413.14,7.16
423.6,7.14
436.99,7.36
445.18,6.9
453.0,5.56
459.21,5.59
464.6,6.22
472.83,6.22
483.49,5.73
490.66,5.82
491.98,5.56
494.68,5.56
497.87,6.14
503.49,6.45
512.43,6.85
523.35,6.74
535.04,6.61
545.23,6.32
554.61,5.66
560.31,3.16
562.73,1.53
565.38,1.78
567.76,2.85
578.53,4.45
590.71,5.17
605.4,5.69
618.16,5.49
630.75,5.45
638.4,6.28
641.44,6.34
653.49,6.19
663.55,6.4
664.12,6.04
671.85,6.06
672.91,6.48
673.55,6.54
676.13,5.4
681.37,4.91
688.17,4.61
697.64,4.66
703.18,5.79
704.93,5.73
710.47,4.74
717.4,4.66
724.33,4.68
728.6,5.05
731.58,4.94
741.11,4.49
751.17,4.46
752.08,4.99
752.62,4.12
754.31,4.11
754.57,6.11
761.05,5.57
766.61,4.44
778.1,4.06
781.56,5.9
784.33,6.07
786.62,5.36
790.81,5.89
794.39,6.84
795.49,6.88
796.19,6.51
803.15,6.66
811.31,6.93
818.11,8.01
818.67,8.01
818.77,8.43
818.8,8.45
818.8,8.45
818.8,8.47
818.99,8.43
819.18,8.15
822.25,8.24
828.99,8.08
838.83,8.41
849.27,8.53
859.35,8.65
861.57,8.26
861.65,8.58
861.67,8.58
861.7,8.89
861.87,8.9
862.0,8.66
867.85,8.7
868.01,9.0
868.02,9.01
868.12,8.83
868.16,8.82
868.22,8.35
869.0,8.54
875.35,8.68
883.43,8.93
898.76,16.62
904.0,16.68
913.47,12.01
913.92,11.78
913.95,11.77
914.25,11.65
914.86,11.65
922.21,11.72
922.25,11.99
924.24,11.97
924.73,11.83
925.19,11.83
925.24,11.69
925.95,11.73
933.13,11.94
