x,y
-15.3,10.68
-14.68,10.69
-14.47,6.56
-0.37,6.37
0.0,6.45
0.0,6.45
0.0,6.6
0.45,6.34
6.76,3.3
15.2,3.29
15.38,3.07
18.68,3.07
18.89,2.72
19.64,2.71
19.92,2.44
24.34,2.24
26.07,1.28
30.41,0.0
34.41,-0.52
40.24,-1.47
49.08,-4.52
57.03,-5.05
64.35,-5.14
72.07,-4.7
81.38,-4.53
91.2,-4.59
103.67,-3.88
111.55,-3.9
120.65,-3.65
129.63,-3.03
138.58,-2.79
147.85,-2.58
157.04,-2.27
166.23,-2.05
175.31,-1.73
184.17,-1.49
191.51,-1.51
199.27,-1.01
208.49,-0.83
218.3,-0.51
225.06,-0.47
235.88,-0.33
245.01,-0.23
255.02,-0.17
266.61,-0.15
275.57,-0.2
284.81,-0.37
293.95,-0.49
305.31,-0.28
315.14,-0.01
322.11,-0.44
328.59,-1.49
333.79,-2.58
342.79,-2.64
351.99,-2.81
361.11,-3.03
370.19,-3.14
379.37,-3.21
388.66,-3.06
397.9,-2.96
407.13,-2.93
416.24,-3.0
425.36,-2.96
434.63,-2.73
443.7,-2.65
452.83,-2.36
459.0,-2.32
468.04,-2.04
477.3,-1.52
486.65,-1.19
495.87,-1.2
504.92,-1.22
514.02,-1.44
523.08,-1.68
532.16,-2.19
541.26,-2.24
550.26,-2.38
559.33,-2.46
568.39,-2.54
577.32,-2.58
586.32,-2.67
595.46,-2.65
604.61,-2.65
613.69,-2.69
622.37,-2.72
631.36,-2.61
639.95,-1.52
643.96,-1.38
650.52,-0.28
650.72,0.17
656.42,1.74
659.02,2.43
659.08,3.24
659.51,3.23
659.56,3.0
659.87,3.0
659.96,2.71
663.18,2.7
663.83,2.96
664.55,3.18
664.55,3.03
664.55,3.03
667.11,3.06
668.29,2.9
670.89,2.92
683.84,3.05
696.15,2.86
708.99,2.88
726.75,2.83
730.68,2.89
733.93,2.87
737.28,2.83
747.73,2.82
748.19,2.82
758.86,2.9
769.89,2.95
779.36,2.99
790.28,3.08
792.66,3.11
792.81,2.9
793.53,2.94
801.65,3.03
803.3,7.47
803.3,11.23
