x,y
-29.32,2.82
-20.01,3.12
-5.54,10.58
0.0,10.85
0.0,10.94
0.0,10.85
0.65,10.63
11.64,4.96
21.24,3.02
23.85,3.8
29.81,2.75
34.65,3.68
42.69,3.73
51.53,3.4
60.86,3.3
71.52,3.29
82.94,1.42
93.35,-0.04
102.69,-3.11
107.29,-4.11
117.48,-4.23
127.43,-4.17
136.74,-4.18
146.64,-3.93
157.33,-3.86
166.67,-3.57
177.06,-3.44
187.24,-3.34
197.18,-3.21
207.26,-3.13
217.41,-2.96
227.2,-2.61
237.88,-2.23
247.98,-1.99
258.25,-1.84
267.13,-1.84
277.19,-1.77
287.57,-1.82
297.7,-2.0
307.57,-1.99
317.9,-2.12
328.06,-2.28
337.76,-2.4
348.59,-2.19
357.58,-2.44
368.09,-2.52
377.81,-2.82
388.47,-3.01
398.23,-3.09
408.14,-3.12
417.63,-3.5
427.35,-3.37
438.22,-3.53
447.69,-3.49
457.9,-3.78
467.57,-3.61
497.42,3.01
510.37,3.02
540.69,2.79
569.65,2.33
599.88,2.1
627.28,2.34
651.31,2.6
657.16,2.71
675.62,2.54
697.11,2.53
718.52,1.93
725.59,2.34
731.92,1.52
747.86,1.06
763.36,0.17
773.32,-0.09
783.03,0.01
793.29,0.34
802.05,0.11
812.75,0.26
823.92,0.42
833.42,0.53
836.61,0.57
843.18,0.76
853.35,0.39
862.65,0.23
864.05,0.54
873.22,0.23
873.3,0.16
883.84,0.29
892.44,-0.53
893.7,-0.28
898.76,-0.9
902.94,-0.05
905.13,-1.2
913.55,-0.55
924.13,-1.05
933.44,-1.21
943.83,-1.45
953.15,-1.61
963.04,-1.79
973.31,-2.06
983.37,-2.07
993.81,-2.4
1004.32,-2.74
1013.6,-1.11
1016.4,-0.42
1021.34,2.18
1024.23,2.16
1025.91,2.18
1027.44,2.63
1028.57,2.63
1030.98,2.63
1032.02,2.69
1032.02,2.78
1032.02,2.69
1037.87,3.35
1039.73,2.63
1053.29,2.8
1054.15,2.52
1054.55,2.53
1054.84,2.72
1060.61,2.75
1060.72,2.69
1069.33,3.03
1070.87,10.68
1071.46,10.78
1071.53,7.53
1071.82,4.32
1080.12,4.13
