x,y
0.0,7.35
2.26,3.97
5.0,11.6
5.0,4.15
5.5,11.6
6.66,4.42
6.95,3.37
11.01,2.42
11.01,2.42
11.01,2.63
24.54,2.61
39.09,2.51
41.23,2.93
44.44,1.91
50.56,-1.3
53.09,-0.8
62.09,-2.5
65.09,-1.8
68.83,-1.9
71.83,-3.0
75.83,-2.0
81.83,-2.6
86.7,-4.9
93.7,-3.7
97.7,-4.4
101.75,-5.4
104.75,-4.5
110.75,-5.48
115.84,-7.0
124.84,-5.67
128.07,-4.2
133.07,-5.5
139.07,-4.69
146.82,-4.4
153.82,-5.86
160.24,-3.4
168.24,-2.27
173.22,-2.0
180.22,-3.6
188.22,-2.18
197.48,-1.6
204.48,-1.53
211.42,-0.98
215.95,-0.76
219.22,0.53
222.14,0.55
222.85,1.96
223.63,1.56
261.62,1.65
265.59,3.87
280.19,4.15
281.7,2.4
384.72,2.6
385.38,5.23
400.9,5.63
428.82,5.79
434.92,4.93
464.89,5.1
493.66,5.49
507.24,5.65
534.59,5.58
534.97,11.6
535.67,11.6
536.34,6.38
551.61,5.94
