x,y
-13.43,94.98
0.12,95.09
0.12,95.09
0.12,95.36
2.63,87.92
5.11,87.72
10.67,87.78
28.27,87.77
37.54,87.2
55.65,87.04
69.23,87.81
82.62,87.77
92.04,85.65
105.01,85.65
118.42,85.04
130.5,84.49
134.64,80.95
143.16,80.99
145.55,79.49
148.59,79.47
151.2,81.08
163.44,80.3
171.92,80.63
180.01,78.94
180.88,77.3
192.98,76.29
201.87,76.03
205.15,76.47
209.76,75.65
222.99,74.54
236.13,74.51
253.85,73.11
272.62,73.18
291.82,74.22
296.16,75.38
302.32,81.86
306.28,92.96
306.36,95.06
310.84,95.14
317.05,95.13
328.4,95.62
328.4,95.47
328.4,95.47
330.79,95.35
333.85,105.41
