x,y
-115.04,3.75
-113.02,3.72
-111.1,3.69
-106.78,3.9
-101.89,3.98
-101.85,4.33
-101.48,4.33
-101.44,4.01
-96.5,3.98
-90.0,3.71
-88.14,4.1
-83.52,4.12
-77.01,4.14
-74.75,3.97
-72.57,3.97
-66.61,3.96
-60.31,3.94
-55.8,3.97
-51.42,3.21
-49.08,3.28
-49.04,3.3
-48.51,3.32
-41.73,3.27
-41.71,3.72
-32.56,3.71
-26.74,3.69
-19.24,3.68
-19.21,3.28
-12.41,3.21
-11.76,3.16
-11.71,3.31
-11.58,3.31
-11.56,7.69
-10.97,7.69
-5.46,10.73
-5.12,10.77
-5.01,10.86
-2.33,10.95
-0.02,10.94
-0.02,11.09
-0.02,10.94
0.62,10.89
8.58,7.07
16.53,3.25
18.26,3.19
18.28,3.27
18.4,3.27
18.43,2.98
24.74,2.9
25.53,2.84
26.34,2.68
26.81,2.72
27.72,2.99
31.56,2.96
31.69,2.81
32.1,2.8
34.5,2.78
36.16,3.14
37.03,3.06
38.33,2.72
46.61,3.31
54.45,3.29
62.28,3.38
71.09,3.46
79.19,3.47
84.87,3.51
89.63,3.49
94.24,3.52
100.06,3.51
107.21,3.48
109.56,2.75
114.3,1.71
118.28,1.56
125.35,0.68
130.37,0.43
131.16,0.18
134.93,0.11
140.75,0.02
144.75,-0.06
150.86,-0.18
157.75,-0.28
164.95,-0.32
172.06,-0.51
179.21,-0.74
186.45,-0.97
193.55,-1.13
200.62,-1.43
207.61,-1.62
214.63,-1.84
221.59,-2.11
228.73,-2.34
235.86,-2.37
243.13,-2.65
250.44,-2.73
257.82,-2.84
265.18,-3.15
272.58,-3.28
279.96,-3.44
287.37,-3.48
294.76,-3.73
302.19,-3.65
309.56,-3.84
316.87,-3.87
324.24,-3.99
331.64,-4.15
339.05,-4.11
346.39,-4.17
353.65,-3.98
360.87,-3.76
368.26,-3.81
375.66,-3.78
383.02,-3.83
390.26,-3.82
397.43,-3.79
404.48,-3.59
411.51,-3.36
418.89,-3.31
426.23,-3.34
433.54,-3.2
440.82,-2.79
448.01,-2.73
454.93,-2.6
461.66,-3.07
468.51,-2.93
475.18,-2.5
482.2,-2.22
489.42,-2.19
496.67,-2.34
503.64,-2.14
510.34,-1.83
517.12,-1.36
523.98,-1.29
531.02,-1.67
538.32,-1.17
545.67,-0.99
552.63,-0.96
559.34,-0.89
566.59,-0.77
573.97,-0.71
581.27,-0.83
585.38,-0.5
588.42,-0.51
592.98,-0.77
598.91,-0.53
602.89,-0.6
606.22,-0.54
610.97,-0.05
616.1,0.79
617.08,2.08
623.0,1.9
628.49,1.76
635.71,1.82
639.15,1.41
646.95,1.63
653.78,1.41
661.21,1.24
667.45,1.62
675.58,1.43
684.83,1.51
691.3,1.35
695.2,1.47
704.69,1.53
710.98,1.66
717.66,1.75
725.66,1.89
734.85,2.13
739.25,2.11
746.01,2.15
753.5,1.73
759.36,1.68
766.21,1.61
774.89,1.89
779.56,1.94
785.77,2.01
794.43,1.77
800.56,1.58
808.05,1.41
814.85,1.53
819.43,1.48
825.77,1.44
831.52,1.53
838.35,1.66
845.88,1.23
854.11,1.45
862.64,1.33
869.37,1.41
877.38,1.45
886.8,1.32
891.63,1.52
898.14,1.62
905.64,1.71
915.13,1.54
924.64,1.23
932.68,1.56
940.71,1.66
945.73,1.54
951.49,1.41
958.1,1.52
963.23,1.49
969.23,1.47
979.21,1.33
988.99,0.93
995.13,1.21
1004.9,1.27
1013.23,1.02
1018.54,0.65
1023.2,0.04
1030.25,0.31
1033.45,-0.11
1036.52,-0.62
1040.33,-0.83
1043.45,-0.65
1047.46,-0.5
1051.41,-0.35
1055.47,-0.28
1059.54,-0.13
1063.58,-0.01
1067.54,0.29
1069.56,0.33
1074.23,0.43
1080.34,0.55
1089.12,0.94
1098.54,1.36
1107.42,1.28
1117.12,1.42
1126.43,1.31
1135.25,1.09
1144.76,0.78
1153.16,0.74
1160.34,0.81
1166.09,1.36
1167.65,2.11
1167.73,2.41
1168.64,2.78
1168.66,3.34
1169.04,3.34
1169.08,2.84
1170.54,2.85
1170.54,2.87
1170.54,2.85
1170.6,2.84
1172.18,3.23
1176.35,3.28
1177.26,3.33
1182.59,3.54
1184.49,3.56
1185.35,3.73
1186.64,7.65
1186.65,11.26
1187.29,11.28
1187.36,4.56
1192.89,4.51
