x,y
0.0,4.07
0.36,4.07
2.42,3.97
2.51,3.84
3.36,3.84
11.49,4.03
18.53,4.18
18.72,4.76
18.91,4.76
19.19,4.18
24.69,4.08
24.89,4.39
28.51,4.36
28.65,4.02
35.89,3.79
36.61,3.77
37.13,3.91
37.82,5.21
38.11,5.96
39.05,5.98
49.51,11.17
55.7,11.16
70.68,3.69
73.99,3.5
74.15,3.17
74.63,3.19
81.59,3.41
87.76,3.26
88.96,3.3
89.08,3.55
90.85,3.52
90.93,3.28
94.24,3.26
103.45,3.33
112.14,3.35
121.24,3.39
125.02,3.33
135.44,3.37
137.5,3.38
146.68,3.55
152.35,3.54
158.67,3.55
165.93,3.38
168.36,3.37
170.56,3.66
176.38,3.66
181.8,3.65
188.14,3.71
194.92,3.78
201.36,3.81
210.15,3.85
216.21,3.87
221.87,3.9
228.34,3.93
235.33,3.96
241.32,3.95
247.93,3.92
254.17,3.89
260.9,3.9
271.73,3.87
280.91,3.99
288.53,4.15
291.99,4.03
295.64,3.33
301.25,1.01
302.86,0.31
303.79,0.36
305.13,1.71
306.11,1.4
306.85,0.71
308.11,0.35
310.04,-0.12
313.13,-0.26
314.79,0.36
316.78,0.44
318.72,0.23
319.82,0.64
320.5,1.24
322.27,1.71
328.09,2.05
332.65,2.0
336.4,1.85
340.51,1.87
343.9,2.02
347.08,2.03
349.99,2.12
353.92,2.14
357.33,1.88
359.43,1.57
361.7,1.11
363.06,0.8
371.15,-0.51
374.85,-0.39
378.78,-0.49
382.81,-0.66
388.81,-0.77
394.78,-0.9
398.85,-1.11
404.93,-1.36
411.01,-1.63
416.99,-1.87
423.04,-2.0
429.12,-2.04
435.23,-2.06
439.33,-1.96
443.36,-2.18
447.91,-2.52
450.82,-2.53
456.5,-2.72
461.98,-2.71
467.32,-2.64
472.17,-2.65
477.27,-2.66
482.66,-2.56
488.23,-2.7
493.86,-2.53
499.49,-2.09
505.08,-2.23
510.63,-2.17
516.22,-2.54
521.92,-2.3
527.79,-2.19
533.53,-2.03
539.42,-2.03
545.09,-2.0
550.77,-1.81
556.34,-1.73
561.96,-1.45
567.77,-1.38
573.59,-1.21
579.39,-1.03
585.03,-0.85
590.72,-0.74
596.32,-0.35
601.76,-0.18
607.15,0.29
612.56,0.4
617.95,0.44
622.44,0.38
626.52,0.48
630.54,0.38
634.47,0.67
638.18,0.72
643.4,0.98
649.39,0.97
655.07,0.97
661.13,0.97
667.07,0.97
673.15,0.97
679.07,0.51
682.63,-0.02
684.63,-0.22
686.08,-0.06
692.3,1.98
694.38,3.94
702.19,3.69
706.42,3.72
707.41,4.14
711.95,3.63
719.37,1.22
726.46,0.68
733.7,0.72
743.45,0.67
749.24,0.61
754.59,0.53
763.85,0.71
769.01,0.89
771.13,1.19
776.34,2.41
783.92,3.5
790.05,3.59
794.38,3.59
800.95,3.74
806.23,3.76
813.7,3.81
824.62,3.96
830.24,4.01
838.13,4.05
848.58,4.07
854.76,4.13
862.97,4.36
871.94,4.5
874.76,4.67
875.44,7.69
875.46,11.17
876.27,11.2
876.28,5.59
877.85,5.38
877.93,5.51
885.6,5.52
892.82,5.73
897.41,5.71
906.97,5.45
909.32,5.42
910.26,5.57
