x,y
-6.11,95.26
-0.75,95.15
-0.75,95.35
-0.75,95.15
0.0,94.95
2.03,88.0
4.37,87.76
7.83,87.78
19.1,88.03
27.28,87.88
32.08,87.46
46.36,87.4
55.38,87.46
60.16,87.49
61.29,87.98
61.76,87.87
62.14,87.62
68.02,87.53
78.09,87.72
82.59,87.56
87.79,86.99
91.62,85.56
95.7,85.31
99.62,85.3
103.01,85.45
106.18,85.42
116.55,84.65
130.08,84.12
132.69,81.58
135.92,81.34
140.44,81.3
144.25,79.67
145.74,78.93
146.82,79.01
148.86,79.61
151.66,81.11
153.17,81.09
155.04,80.42
165.11,79.91
170.55,80.28
174.49,80.1
177.74,79.02
178.78,79.24
179.16,79.06
179.31,79.02
181.46,75.73
182.24,75.68
183.67,76.17
184.62,76.34
189.17,76.24
190.68,76.11
194.46,75.7
197.29,75.05
199.28,75.21
204.68,75.22
211.54,75.77
221.69,76.45
237.88,76.32
247.05,76.89
255.07,72.8
264.49,75.77
273.39,73.88
285.2,75.49
290.5,75.69
305.5,75.36
317.13,95.07
322.79,95.2
326.48,95.36
327.38,95.92
327.38,95.72
327.38,95.72
332.9,95.66
