x,y
-29.45,94.52
-19.45,94.62
-0.19,95.08
-0.12,95.1
-0.12,95.36
-0.12,95.1
2.22,87.88
11.22,87.76
26.96,87.94
34.49,87.3
56.09,87.15
57.75,87.96
68.92,87.75
79.65,87.76
87.39,86.96
91.18,85.65
110.01,85.54
129.05,84.51
138.63,81.05
145.41,79.25
148.4,79.18
151.94,80.82
171.66,81.13
179.53,79.05
180.49,75.72
197.75,75.46
197.79,78.66
199.1,78.54
199.22,75.11
219.71,75.26
219.93,76.58
227.94,76.62
227.96,74.4
242.3,72.11
260.4,73.87
278.45,73.04
296.08,75.23
301.99,81.67
304.02,81.75
304.24,83.17
305.4,83.4
309.97,94.83
327.34,95.22
328.15,95.62
328.15,95.22
328.15,95.22
328.29,95.58
330.35,95.26
340.16,102.26
