x,y
-29.58,2.82
-20.62,2.54
-20.52,3.06
-20.03,3.07
-5.43,10.62
0.0,10.94
0.0,10.62
0.0,10.62
0.63,10.7
14.75,3.98
16.08,3.87
20.92,3.82
25.93,3.78
31.87,3.78
37.94,3.78
44.36,3.69
51.62,3.49
53.2,3.5
60.75,3.33
69.19,3.27
71.41,3.31
73.73,3.22
75.17,2.73
77.42,2.67
78.33,2.48
79.25,2.05
80.47,1.53
82.65,1.84
86.93,0.89
86.99,0.77
88.71,0.25
90.43,0.02
92.64,-0.28
94.86,-0.7
97.07,-1.15
98.52,-1.6
99.97,-2.18
101.43,-2.76
102.88,-3.05
107.73,-3.3
116.65,-3.24
126.91,-2.87
136.57,-2.87
147.76,-2.99
157.2,-3.03
169.09,-3.25
178.44,-3.26
189.69,-3.29
199.02,-3.09
204.79,-2.96
210.57,-2.55
219.31,-2.59
228.57,-2.63
238.18,-2.52
247.52,-2.4
256.15,-2.48
266.2,-2.47
275.57,-2.03
286.69,-1.8
295.9,-1.63
304.97,-1.47
317.91,-1.36
328.7,-1.24
340.21,-1.14
350.93,-1.22
356.14,-1.6
361.34,-1.83
368.37,-2.22
375.4,-2.47
386.39,-2.79
396.39,-3.09
407.19,-3.29
417.69,-3.17
427.64,-3.29
438.0,-3.2
448.61,-2.73
453.54,-2.1
458.46,-1.8
460.31,-0.95
462.16,-0.85
464.01,-0.63
466.21,-0.27
468.41,-0.11
470.61,0.58
472.81,1.19
475.81,1.19
479.76,1.74
483.65,2.03
489.86,2.07
496.99,2.25
500.13,2.6
510.02,2.76
519.87,3.06
531.82,3.03
544.25,2.84
560.05,2.71
580.58,2.78
606.18,2.52
621.1,2.48
646.07,2.56
648.6,2.09
650.44,2.2
651.82,2.88
668.13,2.33
679.02,2.22
690.79,2.36
703.32,2.3
710.89,2.27
711.92,1.88
712.66,1.35
724.98,1.33
728.01,1.13
731.12,1.08
733.01,1.08
738.94,0.98
748.06,0.81
751.07,0.49
754.08,0.06
769.1,-0.3
779.59,-0.26
790.15,-0.22
799.15,0.04
810.25,-0.01
819.6,0.25
830.34,0.33
839.88,0.35
849.72,0.36
859.25,0.3
868.58,0.24
879.81,-0.11
889.87,-0.55
898.25,-0.93
908.34,-1.07
919.46,-1.28
929.64,-1.57
940.59,-1.85
949.22,-2.01
961.03,-2.19
970.25,-2.37
979.12,-2.45
985.24,-2.61
997.73,-2.77
1002.05,-2.98
1006.65,-3.07
1011.24,-2.27
1012.59,-1.52
1013.95,-1.23
1015.3,-1.07
1017.14,-0.67
1018.97,-0.49
1020.81,0.35
1024.83,0.85
1024.84,0.87
1027.05,1.42
1027.89,2.18
1028.17,1.71
1029.12,2.42
1031.55,2.62
1031.55,2.62
1031.55,2.82
1034.15,3.02
1034.19,2.76
1036.43,2.87
1036.54,2.85
1046.91,3.1
1059.68,2.99
1063.58,2.97
1067.84,3.34
1069.05,11.12
1069.65,11.12
1069.66,7.63
1069.92,4.2
1079.0,4.2
