x,y
-5.03,6.73
-0.4,6.95
3.7,7.21
4.53,7.45
4.9,11.79
5.33,11.8
5.42,8.1
6.39,3.57
7.6,3.53
7.68,3.55
7.68,3.53
7.68,3.53
10.66,3.27
15.85,3.17
22.38,3.07
24.17,3.16
24.22,3.32
24.33,3.32
24.44,3.09
39.73,3.03
39.8,3.21
45.68,3.05
45.73,3.36
45.89,3.35
45.93,2.68
46.92,2.54
47.71,2.52
47.82,1.54
48.12,1.55
48.16,0.59
49.07,0.58
49.27,0.36
51.0,0.31
54.13,-0.74
54.36,-1.94
55.79,-2.27
57.63,-2.22
60.68,-2.06
64.78,-1.0
66.3,-1.03
69.38,-1.29
71.61,-1.98
72.93,-1.8
76.69,-1.56
78.83,-1.44
80.61,-2.22
85.25,-5.27
86.23,-5.71
89.92,-5.93
90.21,-5.83
94.12,-4.9
94.6,-4.83
98.12,-4.87
99.38,-4.62
102.08,-4.18
104.2,-3.57
106.1,-3.41
109.03,-4.08
110.07,-4.38
113.83,-5.47
114.02,-5.56
118.09,-6.13
118.77,-5.94
122.1,-5.82
123.59,-5.84
126.11,-5.74
128.39,-4.93
130.11,-5.72
133.16,-6.04
134.02,-5.88
137.94,-5.75
137.96,-5.76
141.92,-6.4
142.82,-6.26
145.91,-5.74
147.73,-5.49
149.84,-5.46
152.68,-5.23
153.84,-5.09
157.65,-5.46
157.84,-5.42
161.72,-4.22
162.49,-3.91
165.7,-4.37
167.49,-4.62
169.65,-4.04
172.5,-4.46
173.64,-4.3
177.69,-5.27
177.79,-5.31
182.08,-5.96
182.92,-5.76
186.23,-4.73
187.91,-4.15
190.56,-2.12
192.8,-1.43
194.86,-1.97
197.58,-2.29
199.23,-1.79
202.19,-0.9
203.6,-1.45
206.86,-2.39
208.2,-2.73
214.83,-1.98
216.73,-1.69
218.62,-0.31
220.91,0.21
221.76,0.61
225.88,0.7
227.78,1.04
228.58,1.25
231.28,1.24
236.84,1.3
239.25,1.47
241.19,2.34
244.54,2.72
247.62,2.81
254.43,3.34
258.98,3.5
261.45,2.96
265.42,2.9
268.93,3.28
272.15,3.78
273.86,4.16
282.98,4.49
288.9,4.71
298.09,4.65
299.02,4.31
305.67,4.54
308.12,4.89
309.5,5.13
311.4,4.55
318.83,4.85
326.4,4.74
336.18,4.74
337.25,5.12
348.64,5.03
359.91,5.24
369.94,5.36
375.61,5.1
385.45,5.02
386.44,5.28
388.57,5.04
396.07,4.82
405.81,4.71
415.43,4.6
423.13,4.63
429.91,4.76
432.78,4.72
433.97,4.66
435.03,4.74
436.17,4.94
444.63,5.05
453.38,5.2
455.27,5.04
456.15,5.07
462.24,5.13
465.21,5.17
467.78,5.21
473.88,5.26
483.05,5.42
493.46,5.46
502.2,5.57
510.18,5.72
520.82,5.72
524.41,5.86
527.67,5.87
527.88,5.91
532.41,5.87
532.89,5.83
532.89,5.83
532.89,6.05
532.98,5.83
535.08,5.87
535.18,11.65
535.66,11.66
535.98,6.81
536.75,6.63
536.99,6.45
538.6,6.44
538.65,6.32
549.98,6.13
