x,y
-5.49,95.27
-0.12,95.16
-0.12,95.36
-0.12,95.16
0.24,95.01
2.83,87.93
5.38,87.75
9.8,87.81
15.12,87.97
27.72,87.64
34.66,87.37
41.16,87.19
44.07,87.34
55.38,87.43
69.4,87.74
74.66,87.61
80.68,87.91
82.86,88.56
86.65,86.59
95.24,86.12
105.26,85.69
115.43,85.14
129.94,84.41
133.47,82.06
142.03,81.2
144.13,78.1
146.16,78.22
147.6,79.67
150.84,81.03
154.6,81.14
169.51,80.95
174.79,80.07
185.25,77.02
196.15,75.66
205.57,75.62
214.85,75.66
225.57,75.01
235.57,74.0
247.25,73.87
256.18,73.51
266.47,74.16
274.54,74.02
285.57,73.87
296.44,75.46
306.14,95.33
327.12,95.37
328.05,95.47
328.05,95.47
328.05,95.62
330.54,95.67
340.88,102.33
