x,y
0.0,78.28
5.8,78.4
10.6,72.36
23.1,72.61
31.4,67.36
43.8,76.39
48.8,76.06
48.8,77.41
100.0,77.44
126.4,58.22
128.4,56.22
144.4,56.22
146.4,58.2
158.4,58.2
176.4,58.96
179.4,56.21
254.0,57.5
256.4,58.34
262.3,59.54
293.3,61.56
306.2,61.84
379.0,61.49
380.6,62.36
498.9,62.46
559.1,62.53
643.7,62.53
644.5,62.64
726.3,62.32
730.3,63.18
736.3,60.89
766.4,61.17
779.83,61.32
781.06,57.05
792.94,51.24
802.53,50.1
811.3,49.65
814.86,49.49
821.86,46.6
825.79,46.91
827.79,46.31
829.79,47.91
832.79,48.11
836.02,48.46
840.02,47.01
847.02,47.55
850.7,46.9
853.7,48.48
855.7,47.51
858.7,48.15
860.7,47.88
866.99,48.11
870.99,48.71
873.99,50.3
876.99,49.31
881.99,49.52
883.94,48.9
886.94,50.65
890.94,49.58
892.94,49.9
905.94,49.29
908.4,49.1
912.4,50.11
912.4,49.61
921.4,49.58
927.4,49.22
935.2,49.31
951.2,49.73
953.12,50.15
961.12,50.5
969.12,49.52
989.81,49.29
999.47,48.81
1008.47,50.41
1013.47,50.73
1015.05,51.28
1018.4,54.09
1033.46,56.62
1045.13,58.59
1048.43,59.64
1063.4,76.42
1065.92,76.42
1067.39,77.13
1068.77,77.48
1072.73,76.72
1092.42,76.78
1101.32,76.7
1141.28,77.13
1149.65,78.17
1157.63,78.62
1165.26,80.01
1166.05,81.39
1171.79,81.5
