x,y
-5.0,101.16
0.0,102.05
0.0,101.06
0.0,101.06
0.85,98.06
0.85,101.06
1.85,98.06
1.85,94.05
28.53,94.05
29.73,94.1
31.12,93.38
34.15,90.03
77.17,89.98
79.66,88.84
115.75,89.02
117.25,87.99
149.51,87.26
149.63,88.23
165.1,88.1
177.08,87.01
179.48,85.07
231.92,83.59
292.46,82.76
305.56,82.07
368.33,82.45
380.55,79.96
398.91,79.57
418.38,78.54
452.56,78.03
482.15,77.64
507.36,76.94
526.24,78.42
564.28,78.01
600.32,76.23
602.66,74.3
609.89,74.75
617.44,76.17
617.44,74.98
621.99,77.13
622.16,75.05
624.04,75.23
624.35,73.85
627.8,73.31
627.87,77.73
628.78,78.12
630.37,77.38
630.77,75.8
650.27,75.26
654.77,76.19
671.27,76.15
671.91,75.75
684.31,74.66
689.5,74.88
690.72,75.87
699.0,76.35
699.66,76.05
703.95,74.14
709.94,76.03
716.99,77.53
720.97,78.13
722.1,84.6
738.18,84.65
741.94,84.71
744.59,86.57
759.99,86.65
761.12,91.79
761.75,91.79
765.0,91.79
